Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"A statistical forecasting approach to metapopulation viability analysis","Howell, Paige E.; Hossack, Blake R.; Muths, Erin; Sigafus, Brent H.; Chenevert-Steffler, Ann; Chandler, Richard B.","ECOLOGICAL APPLICATIONS",="10510761",,="2019",,,,"10","000501936500001","10.1002/eap.2038","WILEY",,"Chiricahua leopard frog; drought; landscape resistance; Lithobates chiricahuensis; occupancy; restoration; spatiotemporal models",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000501936500001&site=eds-live&scope=site&custid=s2775460"
"Using citizen science data for conservation planning: Methods for quality control and downscaling for use in stochastic patch occupancy modelling","Graham, Laura J.; Haines-Young, Roy H.; Field, Richard","Biological Conservation",="00063207",,="December 2015","192",,"65","9","S0006320715300951","10.1016/j.biocon.2015.09.002","Elsevier Ltd","fla","Citizen science; Data quality; Downscaling; Spatial bias; Urban conservation",,"The Incidence Function Model (IFM) has been put forward as a tool for assessing conservation plans. A key benefit of the IFM is low data requirements: widely available species occurrence data and information about land cover. Citizen science is a promising source of such data; however, to use these data in the IFM there are typically two problems. First, the spatial resolution is too coarse, but existing approaches to downscaling species data tend not to extend to patch level (as required by the IFM). Second, widely available citizen science data typically report species' presences only. We devise ten different downscaling methods based on theoretical ecological relationships (the species–area relationship and the distance decay of similarity), and test them against each other. The better performing downscaling methods were based on patch area, rather than distance from other occupied patches. These methods allow data at a coarse resolution to be used in the IFM for comparing conservation management and development plans. Further field testing is required to establish the degree to which results of these new methods can be treated as definitive spatially-explicit predictions. To address the issue of false absences, we present a method to estimate the probability that all species have been listed (and thus that a species' absence from the list represents a true absence), using the species-accumulation curve. This measure of confidence in absence helps both to objectively identify a habitat network for fitting the IFM, and to target areas for further species recording.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edselp&AN=S0006320715300951&site=eds-live&scope=site&custid=s2775460"
"From individual movement behaviour to landscape-scale invasion dynamics and management: a case study of lionfish metapopulations","Tamburello, Natascia; Ma, Brian O.; Cote, Isabelle M.","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",="09628436",,="2019","374","1781","20180057","11","000477777800010","10.1098/rstb.2018.0057","ROYAL SOC",,"lionfish; invasive species; behaviour; movement; metapopulation",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000477777800010&site=eds-live&scope=site&custid=s2775460"
"An evaluation of patch connectivity measures.","Prugh, Laura R.","Ecological Applications",="10510761",,="Jul2009","19","5","1300","11","43104743",,"John Wiley & Sons, Inc.","Article","FRAGMENTED landscapes; NEAREST neighbor analysis (Statistics); INCIDENCE functions; HABITATS; COLONIZATION; LANDSCAPE ecology; ECOLOGICAL heterogeneity; LAND settlement; SPATIAL analysis (Statistics)","connectivity; fragmentation; incidence function model; isolation; logistic regression; meta-analysis; metapopulation dynamics; model selection; occupancy","The article presents a study which evaluates the measures of patch connectivity for fragmented populations. The study observed the performance of the three most commonly used types of patch connectivity, the nearest neighbor (NN), the buffer, and the incidence function model (IFM) measures. These types of patch connectivity are used for predicting patch occupancy and colonization patterns. It reveals that NN is considered as the worst predictors of species occupancy as well as colonization. Moreover, the study also highlights several problems concerning the parameterization and the function of IFM measures.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=43104743&site=eds-live&scope=site&custid=s2775460"
"A novel approach based on information theory to rank conservation strategies: an application to amphibian metapopulations.","Gilioli, G.; Bodini, A.; Baumgärtner, J.; Weidmann, P.; Hartmann, J.","Animal Conservation",="13679430",,="Dec2008","11","6","453","10","35728916","10.1111/j.1469-1795.2008.00190.x","Wiley-Blackwell","Article","Amphibians; Population biology; Ponds; Habitats; Ecology; Switzerland; Rana temporaria","Bufo bufo; incidence function model; Kullback–Leibler information measure; Kullback--Leibler information measure; metapopulation conservation; strategy ranking","Habitat fragmentation, reduction and degradation as well as the quality of habitat connecting environments are critical for species persistence. Spatially explicit metapopulation models considering environmental effects are natural candidates for modelling population viability. However, metapopulations share the inherent uncertainties of the population concept with vague field population definitions. The recognition of the fuzzy nature of populations leads to operational definitions for management purposes. To deal with scarce information and uncertainties in predictions of intervention effects, Adaptive Management is useful. Accordingly, the synthesis of monitoring information is performed with models whose features are continuously adapted to the level of available information. To derive useful indices for conservation strategy evaluation, we propose a novel approach based on the Kullback–Leibler information measure. This is used to evaluate strategies aimed at the conservation of amphibians in an alpine Rhine valley region (Canton of the Grisons, Switzerland) and it is applied to outputs from an incidence function model for Bufo bufo and Rana temporaria. For these species, establishing four additional breeding sites along the Rhine river is a better strategy than placing two additional sites in intensively cultivated land. Artificial ponds in residential areas contribute to species conservation, and transfer of individuals to new sites has advantages over reliance on spontaneous colonization. Bufo bufo and R. temporaria reacted similarly to conservation measures, possibly due to their quite similar ecologies. [ABSTRACT FROM AUTHOR] Copyright of Animal Conservation is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=8gh&AN=35728916&site=eds-live&scope=site&custid=s2775460"
"METAPOPULATION DYNAMICS IN CHANGING LANDSCAPES: A NEW SPATIALLY REALISTIC MODEL FOR FOREST PLANTS.","Verheyen, Kris; Vellend, Mark; Van Calster, Hans; Peterken, George; Hermy, Martin","Ecology",="00129658",,="Dec2004","85","12","3302","11","15775297",,"Wiley-Blackwell","Article","HABITATS; LANDSCAPES; FOREST plants; FORESTS & forestry; LOGISTIC regression analysis; REGRESSION analysis","dynamic landscapes; forest plants; Incidence Function Model; life history traits; metapopulation dynamics and persistence.","In fragmented landscapes, habitat patches are often destroyed and created through time, though most metapopulation models treat patch networks as static. Here we present a generally applicable, modified version of Flanski's Incidence Function Model (IFM) that incorporates landscape dynamics (i.e., habitat patch turnover), and we parameterize the model with data on patch occupancy patterns for forest plants in central Lincolnshire, UK. The modified IFM provided a better, or equally good, fit to species' patch occupancy patterns than logistic regression. Estimated colonization and extinction rates, and the results of logistic regression analyses, varied significantly among species with different life history traits. For example, species with low seed production and predominantly short-distance seed dispersal showed lower rates of colonization and extinction and were more likely to show effects of patch age and connectivity on patch-level presence than species with the opposite set of traits. Model simulations demonstrate a profound negative influence of habitat turnover rate on metapopulation dynamics and persistence, particularly for slow-colonizing species. The incorporation of temporal habitat dynamics into the metapopulation paradigm will permit its application to organisms in a much wider range of real landscapes. [ABSTRACT FROM AUTHOR] Copyright of Ecology is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=15775297&site=eds-live&scope=site&custid=s2775460"
"The role of spatial structure in the collapse of regional metapopulations","White, Easton R.; Smith, Andrew T.","ECOLOGY",="00129658",,="2018","99","12","2815","8","000451909200017","10.1002/ecy.2546","WILEY",,"American pika; Bodie; dispersal; local extinction; metapopulation; Ochotona princeps; population viability analysis; spatial heterogeneity; spatial structure",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000451909200017&site=eds-live&scope=site&custid=s2775460"
"Global warming, human population pressure, and viability of the world's smallest butterfly","Hoyle, M; James, M","CONSERVATION BIOLOGY",="08888892",,="2005","19","4","1113","12","000231118600018","10.1111/j.1523-1739.2005.00166.x","WILEY-BLACKWELL",,"grazing; habitat fragmentation; incidence-function model; Lycaenidae; metapopulation; Pseudophilotes; Sinai",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000231118600018&site=eds-live&scope=site&custid=s2775460"
"Time since disturbance affects colonization dynamics in a metapopulation","Mutz, Jessie; Underwood, Nora; Inouye, Brian D.","JOURNAL OF ANIMAL ECOLOGY",="00218790",,="2017","86","5","1065","9","000407320500009","10.1111/1365-2656.12689","WILEY",,"fire management; Hemisphaerota cyanea; insect herbivores; recolonization; time since fire",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000407320500009&site=eds-live&scope=site&custid=s2775460"
"Prognostic value of KRAS mutation status in colorectal cancer patients: a population-based competing risk analysis.","Dongjun Dai; Yanmei Wang; Liyuan Zhu; Hongchuan Jin; Xian Wang","PeerJ",="21678359",,="Jun2020",,,"1","17","144776479","10.7717/peerj.9149","PeerJ Inc.","Article","NOMOGRAPHY (Mathematics); PROPORTIONAL hazards models; COLORECTAL cancer; COMPETING risks; RECEIVER operating characteristic curves; BREAST cancer prognosis; CANCER patients; RISK assessment",,"Background: To use competing analyses to estimate the prognostic value of KRAS mutation status in colorectal cancer (CRC) patients and to build nomogram for CRC patients who had KRAS testing. Method: The cohort was selected from the Surveillance, Epidemiology, and End Results database. Cumulative incidence function model and multivariate Fine-Gray regression for proportional hazards modeling of the subdistribution hazard (SH) model were used to estimate the prognosis. An SH model based nomogram was built after a variable selection process. The validation of the nomogram was conducted by discrimination and calibration with 1,000 bootstraps. Results: We included 8,983 CRC patients who had KRAS testing. SH model found that KRAS mutant patients had worse CSS than KRAS wild type patients in overall cohort (HR = 1.10 (95% CI [1.04-1.17]), p < 0.05), and in subgroups that comprised stage III CRC (HR = 1.28 (95% CI [1.09-1.49]), p < 0.05) and stage IV CRC (HR = 1.14 (95% CI [1.06-1.23]), p < 0.05), left side colon cancer (HR = 1.28 (95% CI [1.15-1.42]), p < 0.05) and rectal cancer (HR = 1.23 (95% CI [1.07-1.43]), p < 0.05). We built the SH model based nomogram, which showed good accuracy by internal validation of discrimination and calibration. Calibration curves represented good agreement between the nomogram predicted CRC caused death and actual observed CRC caused death. The time dependent area under the curve of receiver operating characteristic curves (AUC) was over 0.75 for the nomogram. Conclusion: This is the first population based competing risk study on the association between KRAS mutation status and the CRC prognosis. The mutation of KRAS indicated a poor prognosis of CRC patients. The current competing risk nomogram would help physicians to predict cancer specific death of CRC patients who had KRAS testing. [ABSTRACT FROM AUTHOR] Copyright of PeerJ is the property of PeerJ Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edb&AN=144776479&site=eds-live&scope=site&custid=s2775460"
"Growth responses of neotropical trees to logging gaps.","Herault, Bruno; Ouallet, Julia; Blanc, Lilian; Wagner, Fabien; Baraloto, Christopher","Journal of Applied Ecology",="00218901",,="Aug2010","47","4","821","11","51852156",,"Wiley-Blackwell","Article","DOMAINE Experimental Paracou (French Guiana); FRENCH Guiana; TREE growth; ECOLOGICAL models; LOGGING & the environment; FOREST canopy gaps; FOREST dynamics; PLANT communities; FOREST management","canopy openings; functional traits; incidence function model; light partitioning; selective logging; tree growth rates; tropical rain forest","1. Modelling growth strategies among tropical trees is an important objective in predicting the response of tree dynamics to selective logging and in gaining insights into the ecological processes that structure tree communities in managed tropical forests. 2. We developed a disturbance index to model the effects of distance to and area of logging gaps on stem radial growth rates. This index was tested using census data of 43 neotropical tree species, representing a variety of life-history strategies and developmental stages, from a selectively logged forest at Paracou, French Guiana. Growth strategies were analyzed in light of two indicators: the inherent species growth rate (when disturbance index is null) and the species reaction (change in growth rate) to logging gaps. 3. Across species, the predicted inherent growth rates in unlogged forest ranged from 0·25 to 6·47 mm year−1, with an average growth of 2·29 mm year−1. Ontogenetic shifts in inherent growth rate were found in 26 of the 43 species. 4. Species growth response to logging gaps varied widely among species but was significantly positive for 27 species. The effect of ontogeny on growth response to logging was retained for 14 species, and species with inherent fast growth rate (5 mm year−1) responded less to logging gap disturbances than did species with slow inherent growth (1 mm year−1). 5. Functional traits explained 19–42% of the variation in the inherent growth rate and in species’ response across all developmental stages. Whereas maximum diameters and seed mass were strong predictors of inherent growth rate, maximum height, wood density, mode of germination and stem architecture were additionally involved in tree growth response. 6. Synthesis and applications: This study provides a necessary framework for developing predictive post-logging growth models for the thousands of species comprising tropical forests and is sufficiently general to apply to a broad range of managed tropical forests. [ABSTRACT FROM AUTHOR] Copyright of Journal of Applied Ecology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=51852156&site=eds-live&scope=site&custid=s2775460"
"Spatially Structured Metapopulation Models: Global and Local Assessment of Metapopulation Capacity","Ovaskainen, Otso; Hanski, Ilkka","Theoretical Population Biology",="00405809",,="December 2001","60","4","281","22","S0040580901915485","10.1006/tpbi.2001.1548","Elsevier Inc.","fla",,,"We model metapopulation dynamics in finite networks of discrete habitat patches with given areas and spatial locations. We define and analyze two simple and ecologically intuitive measures of the capacity of the habitat patch network to support a viable metapopulation. Metapopulation persistence capacity λM defines the threshold condition for long-term metapopulation persistence as λM>δ, where δ is defined by the extinction and colonization rate parameters of the focal species. Metapopulation invasion capacity λI sets the condition for successful invasion of an empty network from one small local population as λI>δ. The metapopulation capacities λM and λI are defined as the leading eigenvalue or a comparable quantity of an appropriate “landscape” matrix. Based on these definitions, we present a classification of a very general class of deterministic, continuous-time and discrete-time metapopulation models. Two specific models are analyzed in greater detail: a spatially realistic version of the continuous-time Levins model and the discrete-time incidence function model with propagule size-dependent colonization rate and a rescue effect. In both models we assume that the extinction rate increases with decreasing patch area and that the colonization rate increases with patch connectivity. In the spatially realistic Levins model, the two types of metapopulation capacities coincide, whereas the incidence function model possesses a strong Allee effect characterized by λI=0. For these two models, we show that the metapopulation capacities can be considered as simple sums of contributions from individual habitat patches, given by the elements of the leading eigenvector or comparable quantities. We may therefore assess the significance of particular habitat patches, including new patches that might be added to the network, for the metapopulation capacities of the network as a whole. We derive useful approximations for both the threshold conditions and the equilibrium states in the two models. The metapopulation capacities and the measures of the dynamic significance of particular patches can be calculated for real patch networks for applications in metapopulation ecology, landscape ecology, and conservation biology.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edselp&AN=S0040580901915485&site=eds-live&scope=site&custid=s2775460"
"MINIMUM VIABLE METAPOPULATION SIZE, EXTINCTION DEBT, AND THE CONSERVATION OF A DECLINING SPECIES.","Bulman, Caroline R.; Wilson, Robert J.; Holt, Alison R.; Galvez Bravo, Lucia; Early, Regan I.; Warren, Martin S.; Thomas, Chris D.","Ecological Applications",="10510761",,="Jul2007","17","5","1460","14","26073772",,"John Wiley & Sons, Inc.","Article","GREAT Britain; WILDLIFE conservation; BUTTERFLIES; ENDANGERED species; ANIMAL populations; CONSERVATION biology; BIOLOGICAL extinction; ZOOGEOGRAPHY; LANDSCAPE changes","conservation; Euphydryas aurinia; extinction threshold; habitat loss; incidence function model; nietapopulation capacity; none quilibrium metapopulations; transient dynamics","The article presents a study on the extinction debt in a declining species by using the metapopulations of the marsh fritillary butterfly Euphydryas aurinia in Great Britain as a model system. It examines whether the decline in the distribution of animal species is keeping pace with landscape change or whether current distributions overestimate the probabilities of future persistence. Results indicate a widespread extinction debt and suggest that metapopulation modeling is a potential means to identify landscapes that are near extinction thresholds for threatened species. Conservation management and reserve designation are recommended for extant metapopulations of a declining species.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=26073772&site=eds-live&scope=site&custid=s2775460"
"SPATIAL OCCURRENCE OF A HABITAT-TRACKING SAPROXYLIC BEETLE INHABITING A MANAGED FOREST LANDSCAPE.","Schroeder, L. Martin; Ranius, Thomas; Ekbom, Barbara; Larsson, Stig","Ecological Applications",="10510761",,="Apr2007","17","3","900","10","25028778",,"John Wiley & Sons, Inc.","Article","SWEDEN; ANIMAL habitations; BEETLES; ANIMAL populations; HABITATS; SPATIAL ecology; FORESTS & forestry; LANDSCAPES; ORGANISMS","habitat-tracking metapopulation; Harminius undulatus; incidence function model; landscape-wide recruitment; modeling; occupancy pattern; saproxylic beetle","The article cites a study which examines the spatial occurrence of the beetle, Harminius undulatos in Sweden. It has first analyzed the beetle's occupancy pattern relative to the stand characteristics and the amounts of present and past habitat in the surrounding landscape. It utilized a metapopulation model to predict the probability of occurrence in each forest stand. It has investigated that the dead wood dependent organisms should include habitat dynamics. It has presented that an estimated 82% of the landscape-wide recruitment took place in managed stands which covered 87% of the forest area compared with the 18% in unmanaged stand which covered 13% of the forest area.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=25028778&site=eds-live&scope=site&custid=s2775460"
"RANKING METAPOPULATION EXTINCTION RISK: FROM PATTERNS IN DATA TO CONSERVATION MANAGEMENT DECISIONS.","Drechsler, Martin; Frank, Karin; Hanski, Ilkka; O'Hara, Robert B.; Wissel, Christian","Ecological Applications",="10510761",,="Aug2003","13","4","990","9","112065570",,"John Wiley & Sons, Inc.","Article","BAYESIAN analysis; STATISTICAL decision making; MONTE Carlo method; NUMERICAL analysis; UNCERTAINTY","Bayesian analysis; extinction risk; Glanville fritillary; incidence function model; Markov chain Monte Carlo; metapopulation; multicriteria analysis; outranking; robustness; simulation model; uncertainty","The article presents a study which shows a procedure that allows to process spatiotemporal patterns of metapopulation occupancy to rank management scenarios. The use of a Markov chain Monte Carlo algorithm to predict the effects of different management actions, considering the uncertainty in the parameter estimates, is cited. It is inferred that the procedure is useful in measuring the degree of uncertainty in the ranking and pointing those factors most responsible for the lack of robustness.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=112065570&site=eds-live&scope=site&custid=s2775460"
"SINGLE-SPECIES DYNAMIC SITE SELECTION.","Moilanen, Atte; Cabeza, Mar","Ecological Applications",="10510761",,="Jun2002","12","3","913","14","112065423",,"John Wiley & Sons, Inc.","Article","SPECIES; PATCH dynamics; METAPOPULATION (Ecology); GENETIC algorithms; ECOLOGY","economic constraint; genetic algorithm; incidence function model; local search; long-term persistence; metapopulation; objective function; reserve network design; site selection algorithm","The article focuses on the single-species dynamic site selection. It explores how to maximize the long-term persistence of a species living in a metapopulation. It describes an optimization method, which uses a combination of evolutionary optimization and local search to find the optimal selection of sites.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=112065423&site=eds-live&scope=site&custid=s2775460"
"Hazel grouse Bonasa bonasia population dynamics in a fragmented landscape: a metapopulation approach.","Sahlsten, Jonas; Wickström, Frederik; Höglund, Jacob","Wildlife Biology",="09096396",,="Mar2010","16","1","35","12","51264693","10.2981/07-086","Wildlife Biology","Article","HAZEL grouse; METAPOPULATION (Ecology); LANDSCAPE ecology; INCIDENCE functions; STOCHASTIC analysis; PROBABILITY theory; GEOMETRIC modeling; MATHEMATICAL geography; PLANE geometry","Bonasa bonasia; ecological niche factor analysis; fragmentation; hazel grouse; incidence function model; landscape; patch occupancy model; perimeter-area ratio","If the deterministic threats of fragmentation can be stopped or reversed, species may find opportunities to disperse between patches and reduce the risk of extinction. In order to realise these opportunities and apply them to conservation programmes, it is necessary to understand the dynamics involved and to estimate which capacity is high enough to sustain a population at the landscape level. In a regional population consisting of several subpopulations, the incidence function model (IFM) is a stochastic, spatially-realistic patch occupancy model which can be applied using few parameters. With this model one can simulate and manipulate a patch network for a species. In IFM, the extinction probability is assumed to be proportional to local population size which in turn is assumed to be proportional to the local patch area. Although, the basic area of patches is of importance, influence from the geometric shape of patches may be equally or more important to determine potential incidence of a species in a particular patch. Basic area measurements might overestimate the probability of occupancy and/or capacity of a certain patch network to sustain a metapopulation. One applicable method to use in dealing with regional dynamics in fragmented landscapes is metapopulation capacity; derived from metapopulation theory, this method can be used to rank different patch networks. In our study, we examine if there is any difference in occupancy level and capacity between four different area scenarios. This allows us to determine if the basic area measurement of patches can result in a biased estimation of population viability in a specific landscape. It is concluded that perimeter-area related measures of patch size combined with capacity could be a more important measure for estimation of population dynamics and impact of landscape changes compared to basic area measurement and occupancy levels. [ABSTRACT FROM AUTHOR] Copyright of Wildlife Biology is the property of Wildlife Biology and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=51264693&site=eds-live&scope=site&custid=s2775460"
"Evaluating the effect of corridors and landscape heterogeneity on dispersal probability: a comparison of three spatially explicit modelling approaches","Jepsen, J.U.; Baveco, J.M.; Topping, C.J.; Verboom, J.; Vos, C.C.","Ecological Modelling",="03043800",,="2005","181","4","445","15","S0304380004003254","10.1016/j.ecolmodel.2003.11.019","Elsevier B.V.","fla","Spatially explicit models; Individual-based; Incidence function; Metapopulation; Movement; Corridors; Field vole ( Microtus agrestis)",,"Spatially explicit simulation models of varying degree of complexity are increasingly used in landscape and species management and conservation. The choice as to which type of model to employ in a particular situation, is however, far too often governed by logistic constraints and the personal preferences of the modeller, rather than by a critical evaluation of model performance. We present a comparison of three common spatial simulation approaches (patch-based incidence-function model (IFM), individual-based movement model (IBMM), individual-based population model including detailed behaviour and demographics (IBPM)). The IBPM was analysed in two versions (IBPM_st and IBPM_dyn). Both assumed spatial heterogeneity of the matrix, but the IBPM_dyn in addition included temporal matrix dynamics. The models were developed with a shared minimum objective, namely to predict dynamics of individuals or populations in space given a specific configuration of habitat patches. We evaluated how the choice of model influenced predictions regarding the effect of patch and corridor configuration on dispersal probabilities and the number of successful immigrants of a simulated small mammal. Model results were analysed both at the level of the entire habitat network and at the level of individual patches. All models produced similar rankings of alternative habitat networks, but large discrepancies existed between absolute estimates of dispersal probabilities and the number of successful immigrants predicted by the different models. Generally, predicted dispersal probabilities were highest in the IBMM, intermediate in the IFM and the IBPM_st and lowest in the IBPM_dyn. Observed differences were due both to differences in implementation (e.g. raster versus vector-based movement algorithms), the chosen level of detail in landscape representation (e.g. matrix complexity) and the degree of behavioural realism included in the models (e.g. demography, differentiated mortality). The advantages and disadvantages of the three modelling approaches are discussed, as are the implications of the results for the recommended use of the three types of models in practical management.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edselp&AN=S0304380004003254&site=eds-live&scope=site&custid=s2775460"
"Prognostic value of KRAS mutation status in colorectal cancer patients: a population-based competing risk analysis.","Dai D; Wang Y; Zhu L; Jin H; Wang X","PeerJ",="2167-8359",,="2020 Jun 01","8",,"e9149",,"32547859","10.7717/peerj.9149","PeerJ Inc","Journal Article",,,"Background: To use competing analyses to estimate the prognostic value of KRAS mutation status in colorectal cancer (CRC) patients and to build nomogram for CRC patients who had KRAS testing. Method: The cohort was selected from the Surveillance, Epidemiology, and End Results database. Cumulative incidence function model and multivariate Fine-Gray regression for proportional hazards modeling of the subdistribution hazard (SH) model were used to estimate the prognosis. An SH model based nomogram was built after a variable selection process. The validation of the nomogram was conducted by discrimination and calibration with 1,000 bootstraps. Results: We included 8,983 CRC patients who had KRAS testing. SH model found that KRAS mutant patients had worse CSS than KRAS wild type patients in overall cohort (HR = 1.10 (95% CI [1.04-1.17]), p < 0.05), and in subgroups that comprised stage III CRC (HR = 1.28 (95% CI [1.09-1.49]), p < 0.05) and stage IV CRC (HR = 1.14 (95% CI [1.06-1.23]), p < 0.05), left side colon cancer (HR = 1.28 (95% CI [1.15-1.42]), p < 0.05) and rectal cancer (HR = 1.23 (95% CI [1.07-1.43]), p < 0.05). We built the SH model based nomogram, which showed good accuracy by internal validation of discrimination and calibration. Calibration curves represented good agreement between the nomogram predicted CRC caused death and actual observed CRC caused death. The time dependent area under the curve of receiver operating characteristic curves (AUC) was over 0.75 for the nomogram. Conclusion: This is the first population based competing risk study on the association between KRAS mutation status and the CRC prognosis. The mutation of KRAS indicated a poor prognosis of CRC patients. The current competing risk nomogram would help physicians to predict cancer specific death of CRC patients who had KRAS testing. © 2020 Dai et al.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=mnh&AN=32547859&site=eds-live&scope=site&custid=s2775460"
"Spatial dynamics of the knob-tailed gecko Nephrurus stellatus in a fragmented agricultural landscape","Driscoll, Don A.; Whitehead, Catherine A.; Lazzari, Juliana","LANDSCAPE ECOLOGY",="09212973",,="2012","27","6","829","13","000305218000004","10.1007/s10980-012-9734-3","SPRINGER",,"Metacommunity; Reptile; Patch-matrix model; Invasive weeds; Land clearing",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000305218000004&site=eds-live&scope=site&custid=s2775460"
"Habitat re-creation strategies for promoting adaptation of species to climate change","Hodgson, Jenny A.; Thomas, Chris D.; Cinderby, Steve; Cambridge, Howard; Evans, Paul; Hill, Jane K.","CONSERVATION LETTERS",="1755263X",,="2011","4","4","289","9","000293233200006","10.1111/j.1755-263X.2011.00177.x","WILEY-BLACKWELL",,"Colonization; habitat restoration; connectivity; corridor; habitat network; metapopulation; incidence function model",,,"https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edswsc&AN=000293233200006&site=eds-live&scope=site&custid=s2775460"
"Connecting deterministic and stochastic metapopulation models.","Barbour AD; McVinish R; Pollett PK","Journal of mathematical biology",="1432-1416",,="2015 Dec","71","6-7","1481",,"25735440","10.1007/s00285-015-0865-4","Springer Verlag","Journal Article","Ecosystem; Models, Biological; Animals; Markov Chains; Mathematical Concepts; Population Dynamics statistics & numerical data; Stochastic Processes; Time Factors",,"In this paper, we study the relationship between certain stochastic and deterministic versions of Hanski's incidence function model and the spatially realistic Levins model. We show that the stochastic version can be well approximated in a certain sense by the deterministic version when the number of habitat patches is large, provided that the presence or absence of individuals in a given patch is influenced by a large number of other patches. Explicit bounds on the deviation between the stochastic and deterministic models are given.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=mnh&AN=25735440&site=eds-live&scope=site&custid=s2775460"
