Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Quantifying data quality in a citizen science monitoring program: False negatives, false positives and occupancy trends","Sam S. Cruickshank; Christoph Bühler; Benedikt R. Schmidt","Conservation Science and Practice",="25784854",,="2019","1","7",,,"edsdoj.f3c94a369e1441d8756876826526565","10.1111/csp2.54","Wiley","article","citizen science; false‐positive; imperfect detection; observation bias; occupancy modeling; trend; Ecology; QH540-549.5; General. Including nature conservation, geographical distribution; QH1-199.5",,"Abstract Data collected by volunteers are an important source of information used in species management decisions, yet concerns are often raised over the quality of such data. Two major forms of error exist in occupancy datasets; failing to observe a species when present (imperfect detection—also known as false negatives), and falsely reporting a species as present (false‐positive errors). Estimating these rates allows us to quantify volunteer data quality, and may prevent the inference of erroneous trends. We use a new parameterization of a dynamic occupancy model to estimate and adjust for false‐negative and false‐positive errors, producing accurate estimates of occupancy. We validated this model using simulations and applied it to 12 species datasets collected from a 15‐year, large‐scale volunteer amphibian monitoring program. False‐positive rates were low for most, but not all, species, and accounting for these errors led to quantitative differences in occupancy, although trends remained consistent even when these effects were ignored. We present a model that represents an intuitive way of quantifying the quality of volunteer monitoring datasets, and which can produce unbiased estimates of occupancy despite the presence of multiple types of observation error. Importantly, this allows the quality of volunteer monitoring data to be assessed without relying on comparisons with expert data.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsdoj&AN=edsdoj.f3c94a369e1441d8756876826526565&site=eds-live&scope=site&custid=s2775460"
"Spatial and temporal patterns of range expansion of white-winged doves in the USA from 1979 to 2007.","Butcher, Jerrod A.; Collier, Bret A.; Silvy, Nova J.; Roberson, Jay A.; Mason, Corey D.; Peterson, Markus J.; Patten, Michel","Journal of Biogeography",="03050270",,="Oct2014","41","10","1947","10","98198442","10.1111/jbi.12344","Wiley-Blackwell","Article","GEOGRAPHIC spatial analysis; COLUMBIDAE; INTRODUCED organisms; WHITE-winged dove; ECOLOGICAL regions; NORTH America","Breeding Bird Survey; dispersal rate; introduced species; invasive species; North America; range expansion; spread; white‐winged doves; white-winged doves; Zenaida asiatica","Aim The geographical expansion of white-winged doves ( Zenaida asiatica) in North America has attracted the attention of biologists and sportsmen because of their recreational and aesthetic value; however, data on factors driving the spatial spread of this species are lacking. We examined spatial and temporal patterns of range expansion for white-winged doves along the northern edge of their geographical range from 1979 to 2007 and used a dynamic occupancy model to estimate when and where doves would be found along an expansion gradient. Location Southern half of the USA. Methods We modelled spatial variation in the range expansion of white-winged doves from 1979 to 2007 using data from the North American Breeding Bird Surveys ( BBS) and distance from initial population centre, area of urban land cover, and ecoregion. We used a robust design occupancy analysis to estimate species expansion rate based on a model set grounded in broad-scale conditions likely to drive dove distribution. We evaluated our best fitting model (using Akaike's information criterion adjusted for small sample size) by comparing estimates to actual observations in 1993 and 2007 using area under the curve ( AUC) metrics from receiver-operating characteristic plots. Results Our spatial distribution model indicated that range expansion of white-winged doves was primarily influenced by distance from the core population centre, with additive effects of ecoregion and land cover. In 1979, white-winged doves were present in 12% of survey locations, whereas presence increased to 41% by 2007. Across all ecoregions, urban land cover was positively related to probability of occupancy. We evaluated our model for 1993 and 2007 by comparing derived occupancy estimates to sightings of white-winged doves within our sample hexagons using BBS survey data. Based on high AUC statistics (> 0.85), we concluded that our model was useful for accurately predicting range expansion. Main conclusions Estimating occurrence and range expansion of white-winged doves and other expanding/invasive avian species at large spatial scales can be effectively conducted using BBS data. Using these nationwide, long-term survey data to relate expansion to a suite of conditions likely to drive population dynamics is an effective approach to developing predictive models of range expansion. [ABSTRACT FROM AUTHOR] Copyright of Journal of Biogeography is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=98198442&site=eds-live&scope=site&custid=s2775460"
"Stopover ecology of American Golden-Plovers (Pluvialis dominica) in Midwestern agricultural fields.","Stodola, Kirk W.; O'Neal, Benjamin J.; Alessi, Mark G.; Deppe, Jill L.; Dallas, Tyson R.; Beveroth, Tara A.; Benson, Thomas J.; Ward, Michael P.","Condor: Ornithological Applications",="00105422",,="May2014","116","2","162","11","97317495","10.1650/CONDOR-13-114.1","Oxford University Press / USA","Article","ANIMALS -- Counting; ECOLOGY; ANIMAL population estimates; ENVIRONMENTAL sociology; POPULATION biology","agriculture; migration; molt; shorebird; stopover ecology; agricultura; ave playera; ecoiogía de escalas migratorias; migración; muda","Stopover locations represent critical hábitat in the life cycle of migratory birds and the alteration of this hábitat can profoundly influence a population. American Golden-Plovers {Pluvialis dominica) migrate though the Midwestern United States each spring, where most natural hábitat has been converted to row crop agriculture. We investigated the stopover ecology of the golden-plover in the agricultural matrix of east-central Illinois and west-central Indiana between 2008 and 2012. We found that golden-plovers remained in the region for ~45 days and individuals spent on average 24 days in the area before departing to the northwest. During a period of peak migration, golden-plovers preferred fields with standing water and, to a lesser extent, soybean fields. Over the 45-day stopover duration, golden-plovers moved extensively (shown by a dynamic occupancy model and area used estimation), with some evidence for tilled fields becoming unoccupied at greater rates than untilled fields. The tendency to use fields with standing water and the movement of individuals from tilled fields suggests that food accessibility, rather than food abundance, is likely a critical factor associated with the prolonged stay, movement, and field type selection of golden-plovers. Food accessibility is important to the golden-plover because they undergo molt into breeding plumage in the region and must refuel for the next leg of their migration. The Midwest is a key stopover location for American Golden-Plovers and promoting foraging conditions by manipulating the drainage of agricultural fields, via the temporary blockage of drain tiles, should be a management focus. (English) [ABSTRACT FROM AUTHOR] Los sitios de parada migratoria representan hábitats críticos en el ciclo de vida de las aves migratorias y la alteración de estos hábitats podría influir profundamente en una población. Pluvialis dominica migra cada primavera a través del medio oeste de los Estados Unidos, donde la mayoría de los hábitats naturales han sido convertidos en áreas agrícolas para cultivos en surco. Investigamos la ecoiogía de las paradas migratorias de Pluvialis dominica en la matriz agrícola del centro-oriente de Illinois y el centro-oeste de Indiana entre 2008 y 2012. Encontramos que P. dominica está presente en la region aproximadamente por 45 días y que los individuos pararon en promedio por 24 días antes de partir al noroeste. Durante el periodo pico de migración, P. dominica prefirió los campos de cultivo con aguas estancadas y, en menor medida, los campos de soya. Durante los 45 días, los individuos se movieron considerablemente (evidenciado a partir de un modelo dinámico de ocupación y de la estimación del área usada) y existe alguna evidencia de que los campos cultivados se desocupan a tasas mayores que los no cultivados. Creemos que la tendencia de usar los campos con aguas estancadas y el movimiento de los individuos desde los campos cultivados sugieren que la accesibilidad al alimento, y no su abundancia, es probablemente un factor crítico asociado con la estadía prolongada, el movimiento y la selección del tipo de campo en P. dominica. Dicha accesibilidad al alimento es importante para P. dominica debido a que los individuos mudan a su plumaje reproductivo en esa region y deben reabastecerse para la siguiente etapa de su migración. El medio oeste de los Estados Unidos es una localidad clave de parada migratoria para P. dominica y el manejo de los campos agrícolas debería enfocarse en la manipulación del drenaje de los mismos por medio del bloqueo temporal de los canales de desagüe para promover las buenas condiciones de alimentación para esta especie. (Spanish) [ABSTRACT FROM AUTHOR] Copyright of Condor: Ornithological Applications is the property of Oxford University Press / USA and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=97317495&site=eds-live&scope=site&custid=s2775460"
"Microclimate predicts within-season distribution dynamics of montane forest birds","Frey, Sarah J. K.; Hadley, Adam S.; Betts, Matthew G.; Robertson, Mark","Diversity and Distributions",="13669516",,="2016","22","9","944","16","edsgcl.460427444","10.1111/ddi.12456","Wiley Subscription Services, Inc.","Report","Birds -- Analysis",,"Byline: Sarah J. K. Frey, Adam S. Hadley, Matthew G. Betts, Mark Robertson Keywords: dynamic occupancy models; forest bird distributions; forest structure and composition; microclimate; mountains; within-season movements Abstract Aim Climate changes are anticipated to have pervasive negative effects on biodiversity and are expected to necessitate widespread range shifts or contractions. Such projections are based upon the assumptions that (1) species respond primarily to broad-scale climatic regimes, or (2) that variation in climate at fine spatial scales is less relevant at coarse spatial scales. However, in montane forest landscapes, high degrees of microclimate variability could influence occupancy dynamics and distributions of forest species. Using high-resolution bird survey and under-canopy air temperature data, we tested the hypothesis that the high vagility of most forest bird species combined with the heterogeneous thermal regime of mountain landscapes would enable them to adjust initial settlement decisions to track their thermal niches. Location Western Cascade Mountains, Oregon, USA. Methods We used dynamic occupancy models to test the degree to which microclimate affects the distribution patterns of forest birds in a heterogeneous mountain environment. In all models we statistically accounted for vegetation structure, vegetation composition and potential biases due to imperfect detection of birds. We generated spatial predictions of forest bird distributions in relation to microclimate and vegetation structure. Results Fine-scale temperature metrics were strong predictors of bird distributions; effects of temperature on within-season occupancy dynamics were as large or larger (1-1.7 times) than vegetation effects. Most species (86.7%) exhibited apparent within-season occupancy dynamics. However, species were almost as likely to be warm associated (i.e., apparent settlement at warmer sites and/or vacancy at cooler sites; 53.3% of species) as cool associated (i.e., apparent settlement at cooler sites and/or vacancy at warmer sites; 46.7% of species), suggesting that microclimate preferences are species specific. Main conclusions High-resolution temperature data increase the quality of predictions about avian distribution dynamics and should be included in efforts to project future distributions. We hypothesize that microclimate-associated distribution patterns may reflect species&apos; potential for behavioural buffering from climate change in montane forest environments. CAPTION(S): Appendix S1 Details concerning placement of HOBO temperature sensors and processing of temperature data. Appendix S2 Details concerning LiDAR-derived variables for vegetation structure and principal component analysis. Appendix S3 Dynamic occupancy model structure and additional details. Appendix S4 Methods for creating spatial maps of bird distributions as a function of microclimate and vegetation structure variables. Appendix S5 Results from home range tests on assumptions of dynamic occupancy models. Appendix S6 Dryad digital depository for AIC model selection tables. Appendix S7 Methods for Breeding Bird Survey population trends comparison between cool- and warm-associated species. Figure S1 Bi-plot of the first two components (PC1 on the x-axis and PC2 on the y-axis) from the principal component analysis showing how vegetation structure metrics differ between old-growth/mature forest sites (blue dots) and plantations (red dots). Figure S2 Maps of study area showing sample points, elevational gradient, and canopy height. Figure S3 Predicted occupancy probability maps for cool-associated species. Figure S4 Predicted occupancy probability maps for warm-associated species. Table S1 LiDAR-derived vegetation structure variables used in the principal component analysis. Table S2 Results from the principal component analysis of all vegetation structure predictor variables. Table S3 Deciduous tree and large shrub species used to quantify forest composition at our sample points. Table S4 Pearson&apos;s correlation coefficients between all predictor variables. Table S5 Coefficients (Est) and standard errors (SE) for initial occupancy (I). Table S6 Coefficients (Est) and standard errors (SE) for detection probability (p) as a function of survey covariates. Table S7 Coefficients (Est) and standard errors (SE) for detection probability (p) as a function of environmental covariates. Table S8 Coefficients (Est) and standard errors (SE) for all parameters from constant models. Table S9 Comparison of effect sizes between fine-scale temperature and vegetation on settlement and vacancy. Table S10 Goodness-of-fit bootstrap results for top models. Table S11 Results from tests for spatial autocorrelation in the residuals from the top models. Table S12 Interactions between temperature and vegetation variables from the top models for occupancy, colonization and extinction.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsgao&AN=edsgcl.460427444&site=eds-live&scope=site&custid=s2775460"
"Spatio-temporal variation of biotic factors underpins contemporary range dynamics of congeners","Naujokaitis-Lewis, Ilona; Fortin, Marie-Josee","Global Change Biology",="13541013",,="2016","22","3","1201","13","edsgcl.443124208","10.1111/gcb.13145","Wiley Subscription Services, Inc.","Report","Ecosystem components -- Analysis; Local extinction -- Analysis; Global temperature changes -- Analysis",,"Byline: Ilona Naujokaitis-Lewis, Marie-Josee Fortin Keywords: climate change; demographic processes; dynamic occupancy; habitat loss; range shift; spatio-temporal variation; species distribution models; Vermivora species Abstract Species&apos; ranges are complex often exhibiting multidirectional shifts over space and time. Despite the strong fingerprint of recent historical climate change on species&apos; distributions, biotic factors such as loss of vegetative habitat and the presence of potential competitors constitute important yet often overlooked drivers of range dynamics. Furthermore, short-term changes in environmental conditions can influence the underlying processes of local extinction and local colonization that drive range shifts, yet are rarely considered at broad scales. We used dynamic state-space occupancy models to test multiple hypotheses of the relative importance of major drivers of range shifts of Golden-winged Warblers (Vermivora chrysoptera) and Blue-winged Warblers (V. cyanoptera) between 1983 and 2012 across North America: warming temperatures; habitat changes; and occurrence of congeneric species, used here as proxy for biotic interactions. Dynamic occupancies for both species were most influenced by spatial relative to temporal variation in temperature and habitat. However, temporal variation in temperature anomalies and biotic interactions remained important. The two biotic factors considered, habitat change and biotic interactions, had the largest relative effect on estimated extinction rates followed by abiotic temperature anomalies. For the Golden-winged Warbler, the predicted presence of the Blue-winged Warbler, a hypothesized competitor, most influenced extinction probabilities, contributing to evidence supporting its role in site-level species replacement. Given the overall importance of biotic factors on range-wide dynamic occupancies, their consideration alongside abiotic factors should not be overlooked. Our results suggest that warming compounds the negative effect of habitat loss emphasizing species&apos; need for habitat to adapt to a changing climate. Notably, even closely related species exhibited individual responses to abiotic and biotic factors considered. CAPTION(S): Table S1. Parameter estimates for the top ranked dynamic occupancy model of the Golden-winged Warbler. Figure S1. Beta estimates and 95% confidence intervals for colonization (col) and extinction (ext) estimates of the top-ranked dynamic occupancy models for Golden-winged (a) and Blue-winged Warblers (a[sup.2]). Figure S2. Niche overlap between the Golden-winged and Blue-winged Warblers with a 95% confidence interval identifying niche boundaries. Figure S3. Contrasting spatio-temporal range dynamics, based on North American Breeding Bird Survey detection and non-detection data, of the Golden-winged (upper plot) and the Blue-winged Warbler (lower plot), with the former exhibiting strong northern latitudinal shifts of detections.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsgao&AN=edsgcl.443124208&site=eds-live&scope=site&custid=s2775460"
"Small sample bias in dynamic occupancy models.","Mckann, Patrick C.; Gray, Brian R.; Thogmartin, Wayne E.","Journal of Wildlife Management",="0022541X",,="Jan2013","77","1","172","9","84622773","10.1002/jwmg.433","Wiley-Blackwell","Article","HABITATS; COLONIZATION (Ecology); SPECIES; ECOLOGICAL surveys; UNITED States","Bayesian; colonization; detection; dynamic; extinction; occupancy; persistence; WinBUGS","Occupancy models may be used to estimate the probability that a randomly selected site in an area of interest is occupied by a species (ψ), given imperfect detection ( p). This method can be extended, given multiple survey periods, to permit the estimation of seasonal probabilities of ψ, colonization (γ), persistence (φ), and extinction (1 − φ) in season t. We evaluated the sampling properties of estimators of these parameters using simulated data across a range of the parameters, differing levels of sites and visits, with a published dynamic occupancy model (Royle and Kery 2007). Bias depended largely on p and the number of visits, but also on the number of sites, ψ t, γ, and 1 − φ. To decrease bias in all parameters to near zero, our results suggest that the number of required visits will depend on p, such that the probability of detection at an occupied site is near 0.9, and the required number of sites will be near 60 for ψ t estimation and 120 or greater for γ and 1 − φ estimation. Published 2012. This article is a U.S. Government work and is in the public domain in the USA. [ABSTRACT FROM AUTHOR] Copyright of Journal of Wildlife Management is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=84622773&site=eds-live&scope=site&custid=s2775460"
"Quantifying data quality in a citizen science monitoring program: False negatives, false positives and occupancy trends.","Cruickshank, Sam S.; Bühler, Christoph; Schmidt, Benedikt R.","Conservation Science & Practice",="25784854",,="Jul2019","1","7","N.PAG","1","137200695","10.1111/csp2.54","Wiley-Blackwell","Article",,"citizen science; false‐positive; imperfect detection; observation bias; occupancy modeling; trend; volunteer monitoring","Data collected by volunteers are an important source of information used in species management decisions, yet concerns are often raised over the quality of such data. Two major forms of error exist in occupancy datasets; failing to observe a species when present (imperfect detection—also known as false negatives), and falsely reporting a species as present (false‐positive errors). Estimating these rates allows us to quantify volunteer data quality, and may prevent the inference of erroneous trends. We use a new parameterization of a dynamic occupancy model to estimate and adjust for false‐negative and false‐positive errors, producing accurate estimates of occupancy. We validated this model using simulations and applied it to 12 species datasets collected from a 15‐year, large‐scale volunteer amphibian monitoring program. False‐positive rates were low for most, but not all, species, and accounting for these errors led to quantitative differences in occupancy, although trends remained consistent even when these effects were ignored. We present a model that represents an intuitive way of quantifying the quality of volunteer monitoring datasets, and which can produce unbiased estimates of occupancy despite the presence of multiple types of observation error. Importantly, this allows the quality of volunteer monitoring data to be assessed without relying on comparisons with expert data. [ABSTRACT FROM AUTHOR] Copyright of Conservation Science & Practice is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=137200695&site=eds-live&scope=site&custid=s2775460"
"Avian Species and Functional Diversity in Agricultural Landscapes: Does Landscape Heterogeneity Matter?","Myung-Bok Lee; James A Martin","PLoS ONE",="19326203",,="2017","12","1","e0170540",,"edsdoj.b563255e037542baa50611613d3ee8d9","10.1371/journal.pone.0170540","Public Library of Science (PLoS)","article","Medicine; Science",,"While the positive relationship between avian diversity and habitat heterogeneity is widely accepted, it is primarily based on observed species richness without accounting for imperfect detection. Other facets of diversity such as functional diversity are also rarely explored. We investigated the avian diversity-landscape heterogeneity relationship in agricultural landscapes by considering two aspects of diversity: taxonomic diversity (species richness) estimated from a multi-species dynamic occupancy model, and functional diversity (functional evenness [FEve] and divergence [FDiv]) based on traits of occurring species. We also assessed how agricultural lands enrolled in a conservation program managed on behalf of declining early successional bird species (hereafter CP38 fields, an agri-environment scheme) influenced avian diversity. We analyzed breeding bird data collected at CP38 fields in Mississippi, USA, during 2010-2012, and two principal components of environmental variables: a gradient of heterogeneity (Shannon's landscape diversity index) and of the amount of CP38 fields (percent cover of CP38 fields; CP38). FEve did not show significant responses to environmental variables, whereas FDiv responded positively to heterogeneity and negatively to CP38. However, most FDiv values did not significantly differ from random expectations along an environmental gradient. When there was a significant difference, FDiv was lower than that expected. Unlike functional diversity, species richness showed a clear pattern. Species richness increased with increasing landscape heterogeneity but decreased with increasing amounts of CP38 fields. Only one species responded negatively to heterogeneity and positively to CP38. Our results suggest that the relationships between avian diversity and landscape heterogeneity may vary depending on the aspect of diversity considered: strong positive effects of heterogeneity on taxonomic diversity, but weakly positive or non-significant effects on functional diversity. Our results also indicate that effectiveness of CP38 in conserving avian diversity, particularly, taxonomic diversity, could be limited without the consideration of landscape heterogeneity.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsdoj&AN=edsdoj.b563255e037542baa50611613d3ee8d9&site=eds-live&scope=site&custid=s2775460"
"Singleâvisit dynamic occupancy models: an approach to account for imperfect detection with Atlas data","Peach, Michelle A.; Jonathan B. Cohen; Jacqueline L. Frair","Journal of applied ecology",="0021-8901",,="2017","54","6","2033","10","IND605863186","10.1111/1365-2664.12925",,"Journal Article","Cardellina canadensis; biodiversity; data collection; extinction; land use; models; population dynamics; probability; surveys; topographic maps; New York",,"Atlas data provide biodiversity information at a relatively fine spatial grain over a broad spatial extent and, increasingly, at multiple points in time, which make them invaluable for understanding processes that affect species distributions over time. The effect of survey effort on species detection has long been appreciated and Atlases typically include survey standards and records of effort, but challenges remain in analysing Atlas data that have not been collected using a repeated sampling protocol designed to correct for imperfect detection. We developed a singleâvisit dynamic occupancy model to quantify the effects of climatic and landâuse drivers on local species extinction and colonization while accounting for imperfect detection using repeat Atlas data. We evaluated model stability using data simulated under alternative scenarios and, ultimately, applied the model to empirical data for Canada warbler Cardellina canadensis, a wideâspread species exhibiting a longâterm population decline. At sample sizes that are realistic for many Atlases (nÂ =Â 1000â10Â 000 independent survey blocks), our models produced unbiased estimates of detection, occupancy, colonization and extinction parameters. Slope estimates for explanatory covariates were somewhat less stable than overall occupancy, colonization and extinction rates, with covariate effects being sensitive to the total number of, and relationships among, explanatory variables. In comparison to other analyses of Canada warbler distributions that indicated minor changes over time, our approach identified a widespread decline in occupancy probability across New York, consistent with the broader population trend, particularly in the areas where it was initially more likely to occur. Synthesis and applications. A singleâvisit dynamic occupancy model is a novel method for analysing common, ecologically valuable datasets, such as Atlases, that lack repeated sampling necessary to correct for imperfect detection using alternative multiâseason occupancy modelling approaches. As a result, using this method can improve understanding of species distributions and factors that shape them over time, thereby providing more accurate information to guide conservation and management.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=agr&AN=IND605863186&site=eds-live&scope=site&custid=s2775460"
"Citizen Science Data Show Temperature-Driven Declines in Riverine Sentinel Invertebrates","Maguire, Timothy J.; Mundle, Scott O. C.","Environmental science & technology letters",="2328-8930",,="2020","7","5","303","5","IND606943823","10.1021/acs.estlett.0c00206",,"Journal Article","Bayesian theory; Plecoptera; citizen science; data collection; environmental science; hydrology; land use; models; riparian areas; streams; surveys; water temperature; Michigan",,"We used the presence and absence data of sentinel invertebrates (stonefly, order Plecoptera) collected by citizen scientists over 17 years to approximate trends in stream health in urban Detroit, Michigan, USA. Citizen science data are commonly collected based on availability of limited funds. Thus, survey locations lack consistent data collection, and missing values are common. While citizen science data sets can be large, on a regional and local scale, they are often undervalued but present an opportunity for managers to inform their decisions if the missing data can be addressed. To overcome this hurdle, here, missing values were modeled with a combination of spatial (inverse distance weighting and spatial stream network), temporal (Bayesian state space), and machine learning (ensemble random forest) models combining atmospheric, hydrologic, and biologic data. Using the estimated missing values, we determined negative population trends in stoneflies driven by stream temperature via a dynamic occupancy model. Urban streams present a challenge to resource managers because data are collected at disparate locations and frequencies and inconsistently recorded. However, we show how a combination of methods with publicly available and citizen science data from across disciplines can inform managers and support land-use decisions.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=agr&AN=IND606943823&site=eds-live&scope=site&custid=s2775460"
"Disentangling effects of invasive species and habitat while accounting for observer error in a long‐term amphibian study.","Rowe, Jennifer C.; Duarte, Adam; Pearl, Christopher A.; McCreary, Brome; Galvan, Stephanie K.; Peterson, James T.; Adams, Michael J.","Ecosphere",="21508925",,="Apr2019","10","4","N.PAG","1","136151547","10.1002/ecs2.2674","Wiley-Blackwell","Article","Introduced organisms; Amphibians; Habitat modification; Habitats; Biological invasions; United States; Oregon; Willamette River Valley (Or.); Bullfrog","bullfrog; co‐occurrence; coexistence; habitat; non‐native fish; occupancy dynamics; restoration","The invasive American bullfrog (Lithobates catesbeianus) and a variety of non‐native sport fish commonly co‐occur in lowland lentic habitats of the western United States. Both invasive taxa are implicated in declines of native amphibians in this region, but few long‐term studies of communities exist. Further, field studies of invasive–native interactions are complicated by confounding habitat modifications and observation errors. We surveyed amphibians and measured habitat characteristics for 12 yr across 38 wetland sites within the Willamette Valley, Oregon, USA. We assessed the influence of invasive species, habitat, and their interactions on the distributions of five native amphibian species using a multispecies dynamic occupancy model that accounted for false‐negative and false‐positive detections. In general, habitat characteristics—such as within‐pond vegetation cover, surrounding forest, and drought severity—were important for local persistence of native species when bullfrogs co‐occurred. We also found evidence of a cumulative negative effect of bullfrogs and non‐native fish (families Centrarchidae and Ictaluridae) on northern red‐legged frog (Rana aurora) local persistence that was mediated by the dominance of invasive reed canarygrass (Phalaris arundinacea). Non‐native fish and bullfrogs had variable effects on native amphibian species, but neither invasive taxon appears to be causing declines in occupied sites within our study area. Moreover, species relationships with habitat differed when invaders were present, indicating that certain habitats may increase persistence of native amphibians in the invaded landscape. [ABSTRACT FROM AUTHOR] Copyright of Ecosphere is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=8gh&AN=136151547&site=eds-live&scope=site&custid=s2775460"
"Using Bayesian Population Viability Analysis to Define Relevant Conservation Objectives.","Adam W Green; Larissa L Bailey","PLoS ONE",="19326203",,="2015","10","12","e0144786",,"edsdoj.20429c1a4bcb44bfaaa15262b8d65e31","10.1371/journal.pone.0144786","Public Library of Science (PLoS)","article","Medicine; Science",,"Adaptive management provides a useful framework for managing natural resources in the face of uncertainty. An important component of adaptive management is identifying clear, measurable conservation objectives that reflect the desired outcomes of stakeholders. A common objective is to have a sustainable population, or metapopulation, but it can be difficult to quantify a threshold above which such a population is likely to persist. We performed a Bayesian metapopulation viability analysis (BMPVA) using a dynamic occupancy model to quantify the characteristics of two wood frog (Lithobates sylvatica) metapopulations resulting in sustainable populations, and we demonstrate how the results could be used to define meaningful objectives that serve as the basis of adaptive management. We explored scenarios involving metapopulations with different numbers of patches (pools) using estimates of breeding occurrence and successful metamorphosis from two study areas to estimate the probability of quasi-extinction and calculate the proportion of vernal pools producing metamorphs. Our results suggest that ≥50 pools are required to ensure long-term persistence with approximately 16% of pools producing metamorphs in stable metapopulations. We demonstrate one way to incorporate the BMPVA results into a utility function that balances the trade-offs between ecological and financial objectives, which can be used in an adaptive management framework to make optimal, transparent decisions. Our approach provides a framework for using a standard method (i.e., PVA) and available information to inform a formal decision process to determine optimal and timely management policies.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsdoj&AN=edsdoj.20429c1a4bcb44bfaaa15262b8d65e31&site=eds-live&scope=site&custid=s2775460"
"Modelling species distributional shifts across broad spatial extents by linking dynamic occupancy models with public-based surveys","Truly Santika; Clive A. McAlpine; Daniel Lunney; Kerrie A. Wilson; Jonathan R. Rhodes","Diversity and Distributions",="13669516",,="2014","20","7/8","786",,"edsjsr.24033243",,"John Wiley & Sons Ltd","research-article",,,"Aim To understand climate and landscape drivers of species distributional shifts across broad spatial extents by integrating dynamic occupancy models with distribution data collected from the public. Location New South Wales (NSW), Australia. Methods We used data on koala (Phascolarctos cinereus) presence and absence collected across the state of NSW from public surveys between 1987 and 2011. A dynamic occupancy model was built to quantify the role of climate and land use change on koala extinction risk and occupancy. We contrasted the model results against the more usual static occupancy model approach. We then developed scenarios of future climate, land clearing and urbanization and predicted the distribution of the koalas over the next 20 years based on the dynamic occupancy model. Results The static model indicates koala occupancy in 1987 and in 2011 depended most strongly on annual rainfall and distance to water features. Housing density and its interaction with Eucalyptus forest cover only minimally affected koala occupancy. However, for the dynamic occupancy model, extinction risk (the metric of dominant concern for species conservation) depended most strongly on Eucalyptus forest cover and its interaction with housing density, while annual rainfall only minimally affected extinction risk. We predicted extinction risk to be higher in western NSW than in the east and that extinction risk may increase under future scenarios of climate and land use change. Main conclusions This study underlines the importance of incorporating extinction dynamics when modelling species distributional shifts under climate and land use change and we provide an approach for doing so using public-based surveys. As conservation objectives usually aim to maximize persistence, this is likely to lead to more reliable identification of conservation priorities than using static species distribution models. Combining public-based surveys and dynamic occupancy models provides a powerful approach for achieving this across broad spatial extents, thus providing an alternative approach when field-based data collection is impractical.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.24033243&site=eds-live&scope=site&custid=s2775460"
