Sample,Review_ID,Title,Group,OverallRank,GroupRank,ToRead
Second,895,Assessing the effectiveness of intensive conservation actions: Does guarding and feeding increase productivity and survival of Egyptian Vultures in the Balkans?,MacKenzie Cited_2016:2021,123,51,NO
Second,772,Improving the sustainability of working landscapes in Latin America: An application of community-based monitoring data on bird populations to inform management guidelines,MacKenzie Cited_2016:2021,124,52,NO
Second,695,Influence of river discharge on grass carp occupancy dynamics in south-eastern Iowa rivers,MacKenzie Cited_2016:2021,125,53,NO
Second,481,Declines in Common and Migratory Breeding Landbird Species in South Korea Over the Past Two Decades,MacKenzie Cited_2016:2021,127,54,NO
Second,860,Sampling effort determination in bird surveys: do current norms meet best-practice recommendations?,MacKenzie Cited_2016:2021,134,55,NO
Second,657,"Removal pattern mitigates negative, short-term effects of stepwise Russian olive eradication on breeding birds",MacKenzie Cited_2016:2021,136,56,NO
Second,797,Distinguishing distribution dynamics from temporary emigration using dynamic occupancy models,MacKenzie Cited_2016:2021,138,57,NO
Second,446,Spatially explicit modeling of community occupancy using Markov Random Field models with imperfect observation: Mesocarnivores in Apostle Islands National Lakeshore,MacKenzie Cited_2016:2021,140,58,NO
Second,702,Comparison between Anuran Call Only and Multiple Life-Stage Occupancy Designs in Missouri River Floodplain Wetlands following a Catastrophic Flood,MacKenzie Cited_2016:2021,141,59,NO
Second,626,Modeling spatially and temporally complex range dynamics when detection is imperfect,MacKenzie Cited_2016:2021,142,60,NO
Second,905,Urban mesopredator distribution: examining the relative effects of landscape and socioeconomic factors,MacKenzie Cited_2016:2021,144,61,NO
Second,918,Forest management and amphibians: focus on the genus Salamandrina,MacKenzie Cited_2016:2021,145,62,NO
Second,602,Demographic and spatial responses of resident bird populations to the arrival of migratory birds within an urban environment,MacKenzie Cited_2016:2021,146,63,NO
Second,489,A sparse observation model to quantify species distributions and their overlap in space and time,MacKenzie Cited_2016:2021,147,64,NO
Second,747,"Kori Bustards (Ardeotis kori) respond to vegetation density and elevation in the Northern Tuli Game Reserve, Botswana",MacKenzie Cited_2016:2021,148,65,NO
Second,546,Evaluation of camera placement for detection of free-ranging carnivores; implications for assessing population changes,MacKenzie Cited_2016:2021,151,66,NO
Second,670,Stable pack abundance and distribution in a harvested wolf population,MacKenzie Cited_2016:2021,153,67,NO
Second,829,Effects of past and present livestock grazing on herpetofauna in a landscape-scale experiment,MacKenzie Cited_2016:2021,156,68,NO
Second,818,The vacant planting: limited influence of habitat restoration on patch colonization patterns by arboreal marsupials in south-eastern Australia,MacKenzie Cited_2016:2021,157,69,NO
Second,799,Landscape context drives breeding habitat selection by an enigmatic grassland songbird,MacKenzie Cited_2016:2021,158,70,NO
Second,447,Topography as a determinant of bird distribution in secondary Atlantic Forest fragments,MacKenzie Cited_2016:2021,159,71,NO
Second,915,Male greater sage-grouse detectability on leks,MacKenzie Cited_2016:2021,160,72,NO
Second,740,Anthropogenic Disturbances Drive Domestic Dog Use of Atlantic Forest Protected Areas,MacKenzie Cited_2016:2021,162,73,NO
Second,802,The power of monitoring: optimizing survey designs to detect occupancy changes in a rare amphibian population,MacKenzie Cited_2016:2021,165,74,NO
Second,501,Predicted Spatial Distribution of the Eastern Spotted Skunk (Spilogale putorius) in Virginia Using Detection and Non-detection Records,MacKenzie Cited_2016:2021,166,75,NO
Second,686,Ecological and social consequences of bison reintroduction in Colorado,MacKenzie Cited_2016:2021,169,76,NO
Second,682,Identifying species threatened with local extinction in tropical reef fisheries using historical reconstruction of species occurrence,MacKenzie Cited_2016:2021,170,77,NO
Second,828,Winter range expansion of a hummingbird is associated with urbanization and supplementary feeding,MacKenzie Cited_2016:2021,171,78,NO
Second,911,Rapidly shifting elevational distributions of passerine species parallel vegetation change in the subarctic,MacKenzie Cited_2016:2021,174,79,NO
Second,581,Occupancy versus colonization-extinction models for projecting population trends at different spatial scales,MacKenzie Cited_2016:2021,178,80,NO
Second,694,Use of classical bird census transects as spatial replicates for hierarchical modeling of an avian community,MacKenzie Cited_2016:2021,179,81,NO
Second,646,"ESTIMATING OCCURRENCE, PREVALENCE, AND DETECTION OF AMPHIBIAN PATHOGENS: INSIGHTS FROM OCCUPANCY MODELS",MacKenzie Cited_2016:2021,180,82,NO
Second,658,California roach (Hesperoleucus symmetricus) in the Eel River of northwestern California: native or introduced?,MacKenzie Cited_2016:2021,181,83,NO
Second,486,Robust ecological analysis of camera trap data labelled by a machine learning model,MacKenzie Cited_2016:2021,182,84,NO
Second,558,A checklist of attributes for effective monitoring of threatened species and threatened ecosystems,MacKenzie Cited_2016:2021,185,85,NO
Second,522,Evaluating the use of local ecological knowledge (LEK) in determining habitat preference and occurrence of multiple large carnivores,MacKenzie Cited_2016:2021,189,86,NO
Second,547,Co-occurrence of invasive and native carnivorans affects occupancy patterns across environmental gradients,MacKenzie Cited_2016:2021,197,87,NO
Second,913,Understanding environmental DNA detection probabilities: A case study using a stream-dwelling char Salvelinus fontinalis,MacKenzie Cited_2016:2021,198,88,NO
Second,457,Phenology and temperature are the main drivers shaping the detection probability of the common wall lizard,MacKenzie Cited_2016:2021,201,89,NO
Second,535,Wolf scat detection dog improves wolf genetic monitoring in new French colonized areas,MacKenzie Cited_2016:2021,202,90,NO
Second,553,Uncovering Shifting Amphibian Ecological Relationships in a World of Environmental Change,MacKenzie Cited_2016:2021,203,91,NO
Second,653,Synergistic Effects of Climate and Land-Cover Change on Long-Term Bird Population Trends of the Western USA: A Test of Modeled Predictions,MacKenzie Cited_2016:2021,205,92,NO
Second,504,Effects of global change on population dynamics of montane animals,MacKenzie Cited_2016:2021,210,93,NO
Second,521,Using environmental DNA and occupancy modelling to estimate rangewide metapopulation dynamics,MacKenzie Cited_2016:2021,211,94,NO
Second,543,Agricultural lands offer seasonal habitats to tigers in a human-dominated and fragmented landscape in India,MacKenzie Cited_2016:2021,212,95,NO
Second,541,"Monitoring occurrence, extinction, and colonization probabilities for gibbon populations",MacKenzie Cited_2016:2021,213,96,NO
Second,814,Ordovician reef and mound evolution: the Baltoscandian picture,MacKenzie Cited_2016:2021,216,97,NO
Second,870,"Ecological interactions between ocelots and sympatric mesocarnivores in protected areas of the Atlantic Forest, southeastern Brazil",MacKenzie Cited_2016:2021,218,98,NO
Second,529,"Distribution, habitat suitability, conservation state and natural history of endangered salamander Bolitoglossa pandi",MacKenzie Cited_2016:2021,219,99,NO
Second,571,"Cost-share conservation practices have mixed effects on priority grassland and shrubland breeding bird occupancy in the Central Hardwoods Bird Conservation Region, USA",MacKenzie Cited_2016:2021,221,100,NO
Second,700,The recent past and promising future for data integration methods to estimate species' distributions,MacKenzie Cited_2016:2021,222,101,NO
Second,589,Direct and indirect effects of temperature and prey abundance on bald eagle reproductive dynamics,MacKenzie Cited_2016:2021,224,102,NO
Second,803,"Detecting population trends with historical data: Contributions of volatility, low detectability, and metapopulation turnover to potential sampling bias",MacKenzie Cited_2016:2021,227,103,NO
Second,664,Catastrophic impact of wild boars: insufficient hunting pressure pushes snakes to the brink,MacKenzie Cited_2016:2021,233,104,NO
Second,667,Determinants and patterns of habitat use by the brown bear Ursus arctos in the French Pyrenees revealed by occupancy modelling,MacKenzie Cited_2016:2021,234,105,NO
Second,706,A century of climate and land-use change cause species turnover without loss of beta diversity in California's Central Valley,MacKenzie Cited_2016:2021,235,106,NO
Second,885,Megafires: an emerging threat to old-forest species,MacKenzie Cited_2016:2021,237,107,NO
Second,735,Long-term changes in boreal forest occupancy within regenerating harvest units,MacKenzie Cited_2016:2021,240,108,NO
Second,748,Advocating better habitat use and selection models in bird ecology,MacKenzie Cited_2016:2021,241,109,NO
Second,841,"Does variation between dry and wet seasons affect tropical forest mammals' occupancy and detectability by camera traps? Case study from the Udzungwa Mountains, Tanzania",MacKenzie Cited_2016:2021,242,110,NO
Second,527,"Inaccurate methods and erroneous conclusions drawn on human-leopard coexistence in India - Response to Puri et al., 2020 The balancing act: Maintaining leopard-wild prey equilibrium could offer economic benefits to people in a shared forest landscape of central India",MacKenzie Cited_2016:2021,243,111,NO
Second,888,Modeling spatial expansion of invasive alien species: relative contributions of environmental and anthropogenic factors to the spreading of the harlequin ladybird in France,MacKenzie Cited_2016:2021,245,112,NO
Second,465,"A note on investigating co-occurrence patterns and dynamics for many species, with imperfect detection and a log-linear modeling parameterization",MacKenzie Cited_2016:2021,246,113,NO
Second,445,Bias in estimated breeding-bird abundance from closure-assumption violations,MacKenzie Cited_2016:2021,250,114,NO
Second,455,Scaling Occupancy Estimates up to Abundance for Wolves,MacKenzie Cited_2016:2021,251,115,NO
Second,528,"Designing monitoring protocols to measure population trends of threatened insects: A case study of the cryptic, flightless grasshopper Brachaspis robustus",MacKenzie Cited_2016:2021,252,116,NO
Second,460,Accounting for imperfect detection in data from museums and herbaria when modeling species distributions: combining and contrasting data-level versus model-level bias correction,MacKenzie Cited_2016:2021,254,117,NO
Second,777,Seasonal variation in environmental DNA detection in sediment and water samples,MacKenzie Cited_2016:2021,256,118,NO
Second,675,Dynamic and diverse amphibian assemblages: Can we differentiate natural processes from human induced changes?,MacKenzie Cited_2016:2021,257,119,NO
Second,760,"EFFECTS OF VEGETATION DENSITY ON HABITAT SUITABILITY FOR THE ENDANGERED GREEN AND GOLDEN BELL FROG, LITORIA AUREA",MacKenzie Cited_2016:2021,258,120,NO
Second,744,Can opportunistically collected Citizen Science data fill a data gap for habitat suitability models of less common species?,MacKenzie Cited_2016:2021,262,121,NO
Second,459,Modeling multi-scale occupancy for monitoring rare and highly mobile species,MacKenzie Cited_2016:2021,263,122,NO
Second,471,Estimation of breeding probability can make monitoring data more revealing: a case study of amphibians,MacKenzie Cited_2016:2021,266,123,NO
Second,884,Grasslands bird occupancy of native warm-season grass,MacKenzie Cited_2016:2021,268,124,NO
Second,575,Reliable eDNA detection and quantification of the European weather loach (Misgurnus fossilis),MacKenzie Cited_2016:2021,270,125,NO
Second,833,Using landscape habitat associations to prioritize areas of conservation action for terrestrial birds,MacKenzie Cited_2016:2021,271,126,NO
Second,916,Landscape Ecology: Linking Landscape Metrics to Ecological Processes,MacKenzie Cited_2016:2021,275,127,NO
Second,672,Scale-dependent effects of isolation on seasonal patch colonisation by two Neotropical freshwater fishes,MacKenzie Cited_2016:2021,277,128,NO
Second,588,Population growth estimates of a threatened seabird indicate necessity for additional management following invasive predator eradications,MacKenzie Cited_2016:2021,279,129,NO
Second,552,Local extinctions exceed colonization rates in a bird community during dry years in the Brazilian Caatinga,MacKenzie Cited_2016:2021,280,130,NO
Second,852,Landscape disturbance and sporadic hybridization complicate field identification of chipmunks,MacKenzie Cited_2016:2021,282,131,NO
Second,890,Management Decision Making for Fisher Populations Informed by Occupancy Modeling,MacKenzie Cited_2016:2021,283,132,NO
Second,677,"Occupancy dynamics of semi-aquatic herbivores in riparian systems in Illinois, USA",MacKenzie Cited_2016:2021,288,133,NO
Second,877,"Pine marten vs. stone marten in agricultural lowlands: a landscape-scale, genetic survey",MacKenzie Cited_2016:2021,293,134,NO
Second,687,Partitioning global change: Assessing the relative importance of changes in climate and land cover for changes in avian distribution,MacKenzie Cited_2016:2021,295,135,NO
Second,663,A novel approach to understanding bird communities using informed diversity estimates at local and regional scales in northern California and southern Oregon,MacKenzie Cited_2016:2021,296,136,NO
Second,456,The optimal controlling strategy on a dispersing population in a two-patch system: Experimental and theoretical perspectives,MacKenzie Cited_2016:2021,302,137,NO
Second,676,"Implementation of an occupancy-based monitoring protocol for a widespread and cryptic species, the New England cottontail (Sylvilagus transitionalis)",MacKenzie Cited_2016:2021,303,138,NO
Second,497,Use of occupancy modelling to identify sample sizes and waterbodies with fish exceeding mercury consumption advisory thresholds,MacKenzie Cited_2016:2021,305,139,NO
Second,925,Multi-season occupancy models identify biotic and abiotic factors influencing a recovering Arctic Peregrine Falcon Falco peregrinus tundrius population,MacKenzie Cited_2016:2021,306,140,NO
Second,583,Status and trends of circumpolar peregrine falcon and gyrfalcon populations,MacKenzie Cited_2016:2021,311,141,NO
Second,832,Efficient occupancy model-fitting for extensive citizen-science data,MacKenzie Cited_2016:2021,314,142,NO
Second,511,Spatial structure of reproductive success infers mechanisms of ungulate invasion in Nearctic boreal landscapes,MacKenzie Cited_2016:2021,315,143,NO
Second,881,Microclimate predicts within-season distribution dynamics of montane forest birds,MacKenzie Cited_2016:2021,321,144,NO
Second,810,Exploiting opportunistic observations to estimate changes in seasonal site use: An example with wetland birds,MacKenzie Cited_2016:2021,323,145,NO
Second,542,Site Occupancy by Aedes aegypti in a Subtropical City is Most Sensitive to Control during Autumn and Winter Months,MacKenzie Cited_2016:2021,325,146,NO
Second,928,Dynamic occupancy models for explicit colonization processes,MacKenzie Cited_2016:2021,326,147,NO
Second,927,Forest management bolsters native snake populations in urban parks,MacKenzie Cited_2016:2021,329,148,NO
Second,448,Patch characteristics and domestic dogs differentially affect carnivore space use in fragmented landscapes in southern Chile,MacKenzie Cited_2016:2021,331,149,NO
Second,838,The roles of habitat and intraguild predation by coyotes on the spatial dynamics of kit foxes,MacKenzie Cited_2016:2021,332,150,NO
Second,591,Modelling pest dynamics under uncertainty in pest detection: the case of the red palm weevil,MacKenzie Cited_2016:2021,339,151,NO
Second,453,What is the effect of poaching activity on wildlife species?,MacKenzie Cited_2016:2021,340,152,NO
Second,622,Habitat-dependent occupancy and movement in a migrant songbird highlights the importance of mangroves and forested lagoons in Panama and Colombia,MacKenzie Cited_2016:2021,341,153,NO
Second,517,"Identifying habitat use of Ursus arctos, Lynx lynx martinoi and Canis lupus lupus in Albanian forests using occupancy modelling",MacKenzie Cited_2016:2021,342,154,NO
Second,556,Influences of landscape change and winter severity on invasive ungulate persistence in the Nearctic boreal forest,MacKenzie Cited_2016:2021,345,155,NO
Second,435,Factors Influencing Colonization and Survival of Juvenile Blue Crabs Callinectes sapidus in Southeastern US Tidal Creeks,MacKenzie Cited_2016:2021,346,156,NO
Second,768,Persistence of Australia's most threatened snake (Hoplocephalus bungaroides) in Australia's oldest National Park,MacKenzie Cited_2016:2021,349,157,NO
Second,786,Can a common snake provide conservation insights?,MacKenzie Cited_2016:2021,352,158,NO
Second,649,Validating the performance of occupancy models for estimating habitat use and predicting the distribution of highly-mobile species: A case study using the American black bear,MacKenzie Cited_2016:2021,354,159,NO
Second,685,Phantom interactions: Use odds ratios or risk misinterpreting occupancy models,MacKenzie Cited_2016:2021,355,160,NO
Second,495,"Recent, small beginnings: genetic analysis suggests Catostomus rimiculus (Klamath smallscale sucker) in the Smith River, California, are introduced",MacKenzie Cited_2016:2021,357,161,NO
Second,693,A dynamic multi-scale occupancy model to estimate temporal dynamics and hierarchical habitat use for nomadic species,MacKenzie Cited_2016:2021,362,162,NO
Second,474,Megafire causes persistent loss of an old-forest species,MacKenzie Cited_2016:2021,363,163,NO
Second,815,Fire salamander (Salamandra salamandra) males' activity during breeding season: effects of microhabitat features and body size,MacKenzie Cited_2016:2021,364,164,NO
Second,898,Anuran occupancy and breeding site use of aquatic systems in a managed pine landscape,MacKenzie Cited_2016:2021,367,165,NO
Second,691,Resource Selection Analysis,MacKenzie Cited_2016:2021,370,166,NO
Second,540,Optimal sampling design to survey riparian bird populations with low detection probability,MacKenzie Cited_2016:2021,372,167,NO
Second,893,Reassessing the Conservation Status of an Island Endemic Frog,MacKenzie Cited_2016:2021,374,168,NO
Second,697,Building resilience into agricultural pollination using wild pollinators,MacKenzie Cited_2016:2021,379,169,NO
Second,506,Detecting dispersal: A spatial dynamic occupancy model to reliably quantify connectivity across heterogeneous conservation landscapes,MacKenzie Cited_2016:2021,381,170,NO
Second,758,"Multispecies benefits of wetland conservation for,marsh birds, frogs, and species at risk",MacKenzie Cited_2016:2021,384,171,NO
Second,853,"Patch-occupancy survey of elephant (Loxodonta africana) surrounding Livingstone, Zambia",MacKenzie Cited_2016:2021,387,172,NO
Second,440,Mapping the ghost: Estimating probabilistic snow leopard distribution across Mongolia,MacKenzie Cited_2016:2021,389,173,NO
Second,701,Bicknell's Thrush (Catharus bicknelli) habitat occupancy in Quebec's Laurentian Highlands,MacKenzie Cited_2016:2021,391,174,NO
Second,605,Occupancy in dynamic systems: accounting for multiple scales and false positives using environmental DNA to inform monitoring,MacKenzie Cited_2016:2021,392,175,NO
Second,723,Dynamic occupancy modeling of temperate marine fish in area-based closures,MacKenzie Cited_2016:2021,393,176,NO
Second,921,Spatial metrics effect of forest fragmentation on forest bird abundance and site occupancy probability: the influence of patch size and isolation,MacKenzie Cited_2016:2021,394,177,NO
Second,889,Metapopulation analysis indicates native and non-native fishes respond differently to effects of wildfire on desert streams,MacKenzie Cited_2016:2021,396,178,NO
Second,436,Understanding Habitat Use and Activity Patterns of Ornate Box Turtle (Terrapene ornata) in Eastern New Mexico,MacKenzie Cited_2016:2021,399,179,NO
Second,750,Effects of spatial autocorrelation and imperfect detection on species distribution models,MacKenzie Cited_2016:2021,401,180,NO
Second,425,Northern Bobwhite Occupancy Patterns on Multiple Spatial Scales Across Arkansas,MacKenzie Cited_2016:2021,402,181,NO
Second,926,Distribution and abundance of exotic earthworms within a boreal forest system in southcentral Alaska,MacKenzie Cited_2016:2021,405,182,NO
Second,859,"The Tropical Ecology, Assessment and Monitoring (TEAM) Network: An early warning system for tropical rain forests",MacKenzie Cited_2016:2021,406,183,NO
Second,420,Occupancy of wild southern pig-tailed macaques in intact and degraded forests in Peninsular Malaysia,MacKenzie Cited_2016:2021,407,184,NO
Second,907,Effects of mountaintop removal mining and valley filling on the occupancy and abundance of stream salamanders,MacKenzie Cited_2016:2021,409,185,NO
Second,451,Identifying management guidelines to control the invasive House Sparrow (Passer domesticus) within natural protected areas through the estimation of local colonization and extinction probabilities,MacKenzie Cited_2016:2021,410,186,NO
Second,689,Use of ambiguous detections to improve estimates from species distribution models,MacKenzie Cited_2016:2021,415,187,NO
Second,627,A Sensitivity Analysis of the Application of Integrated Species Distribution Models to Mobile Species: A Case Study with the Endangered Baird's Tapir,MacKenzie Cited_2016:2021,421,188,NO
Second,548,Factors influencing occupancy and density of salt marsh songbirds in northeast Florida,MacKenzie Cited_2016:2021,422,189,NO
Second,904,Cost-effective conservation of an endangered frog under uncertainty,MacKenzie Cited_2016:2021,425,190,NO
Second,660,"A Brief Review of Non-Avian Reptile Environmental DNA (eDNA), with a Case Study of Painted Turtle (Chrysemys picta) eDNA Under Field Conditions",MacKenzie Cited_2016:2021,426,191,NO
Second,856,Long-term colonization and extinction patterns of a forest-dependent rodent (Muscardinus avellanarius) in highly fragmented landscapes,MacKenzie Cited_2016:2021,428,192,NO
Second,746,"Old growth, regrowth, and planted woodland provide complementary habitat for threatened woodland birds on farms",MacKenzie Cited_2016:2021,429,193,NO
Second,466,Optimising sampling and analysis protocols in environmental DNA studies,MacKenzie Cited_2016:2021,430,194,NO
Second,604,Combining multiple data sources in species distribution models while accounting for spatial dependence and overfitting with combined penalized likelihood maximization,MacKenzie Cited_2016:2021,431,195,NO
Second,821,Relations between Environmental Attributes and Contemporary Occupancy of Threatened Giant Gartersnakes (Thamnophis gigas),MacKenzie Cited_2016:2021,436,196,NO
Second,624,Evidence of region-wide bat population decline from long-term monitoring and Bayesian occupancy models with empirically informed priors,MacKenzie Cited_2016:2021,439,197,NO
Second,524,Uncovering ecological state dynamics with hidden Markov models,MacKenzie Cited_2016:2021,440,198,NO
Second,871,Anuran responses to spatial patterns of agricultural landscapes in Argentina,MacKenzie Cited_2016:2021,445,199,NO
Second,879,Estimating indices of range shifts in birds using dynamic models when detection is imperfect,MacKenzie Cited_2016:2021,446,200,NO
Second,850,Patterns of bird diversity and habitat use in mixed vineyard-matorral landscapes of Central Chile,MacKenzie Cited_2016:2021,447,201,NO
Second,628,Optimizations for time and effort in long-term monitoring: a case study using a multidecadal terrestrial salamander monitoring program,MacKenzie Cited_2016:2021,448,202,NO
Second,651,"Modeling competition, niche, and coexistence between an invasive and a native species in a two-species metapopulation",MacKenzie Cited_2016:2021,449,203,NO
Second,767,Declining old-forest species as a legacy of large trees lost,MacKenzie Cited_2016:2021,451,204,NO
Second,621,Ongoing accumulation of plant diversity through habitat connectivity in an 18-year experiment,MacKenzie Cited_2016:2021,456,205,NO
Second,665,Dynamic wildlife occupancy models using automated acoustic monitoring data,MacKenzie Cited_2016:2021,457,206,NO
Second,568,"ABUNDANCE, DISTRIBUTION, POPULATION STRUCTURE, AND SUBSTRATE USE OF AMBYSTOMA ALTAMIRANI ALONG THE ARROYO LOS AXOLOTES, STATE OF MEXICO, MEXICO",MacKenzie Cited_2016:2021,460,207,NO
Second,470,Examining the past and current distribution of Pallas's cat in Southern Mongolia,MacKenzie Cited_2016:2021,463,208,NO
Second,472,"Assessing the effectiveness of a forest Habitat Conservation Plan for a threatened seabird, the Marbled Murrelet",MacKenzie Cited_2016:2021,465,209,NO
Second,704,Distributional shifts in a biodiversity hotspot,MacKenzie Cited_2016:2021,468,210,NO
Second,514,Efficacy of Visual Surveys for Monitoring Populations of Talus-Roosting Bats,MacKenzie Cited_2016:2021,469,211,NO
Second,641,"MULTISCALE HABITAT FACTORS INFLUENCE THE OCCUPANCY AND TURNOVER OF THE SUBURBAN HERPETOFAUNA OF CHICAGO, ILLINOIS, USA",MacKenzie Cited_2016:2021,473,212,NO
Second,909,Variation in metapopulation dynamics of a wetland mammal: The effect of hydrology,MacKenzie Cited_2016:2021,478,213,NO
Second,422,Sharing detection heterogeneity information among species in community models of occupancy and abundance can strengthen inference,MacKenzie Cited_2016:2021,479,214,NO
Second,555,Acoustic space occupancy: Combining ecoacoustics and lidar to model biodiversity variation and detection bias across heterogeneous landscapes,MacKenzie Cited_2016:2021,480,215,NO
Second,732,The importance of core habitat for a threatened species in changing landscapes,MacKenzie Cited_2016:2021,484,216,NO
Second,666,Dating past colonization events to project future species distributions,MacKenzie Cited_2016:2021,486,217,NO
Second,800,Occupancy surveys with conditional replicates: An alternative sampling design for rare species,MacKenzie Cited_2016:2021,489,218,NO
Second,661,Contrasting responses of lizard occurrences to burrowing by a critically endangered seabird,MacKenzie Cited_2016:2021,492,219,NO
Second,830,Recent studies overestimate colonization and extinction events for Adelie Penguin breeding colonies,MacKenzie Cited_2016:2021,494,220,NO
Second,533,Landscape resistance mediates native fish species distribution shifts and vulnerability to climate change in riverscapes,MacKenzie Cited_2016:2021,499,221,NO
Second,721,Summer habitat use and activity patterns of wild boar Sus scrofa in rangelands of central Argentina,MacKenzie Cited_2016:2021,501,222,NO
Second,633,"Temporal changes in avian community composition in lowland conifer habitats at the southern edge of the boreal zone in the Adirondack Park, NY",MacKenzie Cited_2016:2021,502,223,NO
Second,917,"The effectiveness of short-term fox control in protecting a seasonally vulnerable species, the Eastern Long-necked Turtle (Chelodina longicollis)",MacKenzie Cited_2016:2021,512,224,NO
Second,864,Differences in microhabitat selection patterns between a remnant and constructed landscape following management intervention,MacKenzie Cited_2016:2021,513,225,NO
Second,563,When parks work: Effect of anthropogenic disturbance on occupancy of tropical forest mammals,MacKenzie Cited_2016:2021,514,226,NO
Second,619,Factors affecting species richness and distribution spatially and temporally within a protected area using multi-season occupancy models,MacKenzie Cited_2016:2021,515,227,NO
Second,538,Incorporating spatial synchrony in the status assessment of a threatened species with multivariate analysis,MacKenzie Cited_2016:2021,520,228,NO
Second,696,Detecting tropical wildlife declines through camera-trap monitoring: an evaluation of the Tropical Ecology Assessment and Monitoring protocol,MacKenzie Cited_2016:2021,521,229,NO
Second,437,Maintenance of long-term equilibrium in a perturbed metacommunity of sub-arctic marine fishes,MacKenzie Cited_2016:2021,526,230,NO
Second,592,The rescue effect and inference from isolation-extinction relationships,MacKenzie Cited_2016:2021,527,231,NO
Second,811,Discrepancies in occupancy and abundance approaches to identifying and protecting habitat for an at-risk species,MacKenzie Cited_2016:2021,531,232,NO
Second,730,Building up marine biodiversity loss: Artificial substrates hold lower number and abundance of low occupancy benthic and sessile species,MacKenzie Cited_2016:2021,535,233,NO
Second,537,Forest cover and open land drive the distribution and dynamics of the breeding sites for urban-dwelling Northern Goshawks,MacKenzie Cited_2016:2021,536,234,NO
Second,510,Estimating the invasion extent of Asian swamp eel (Monopterus: Synbranchidae) in an altered river of the south-eastern United States,MacKenzie Cited_2016:2021,541,235,NO
Second,496,Taking the bait: The influence of attractants and microhabitat on detections of fauna by remote-sensing cameras,MacKenzie Cited_2016:2021,543,236,NO
Second,612,Identifying habitat correlates of latent occupancy when apparent annual occupancy is confounded with availability for detection,MacKenzie Cited_2016:2021,544,237,NO
Second,785,Inferential biases linked to unobservable states in complex occupancy models,MacKenzie Cited_2016:2021,547,238,NO
Second,562,"Determining multi-species site use outside the protected areas of the Maasai Mara, Kenya, using false positive site-occupancy modelling",MacKenzie Cited_2016:2021,551,239,NO
Second,493,"Big wheel keep on turnin ' : Linking grower attitudes, farm management, and delivery of avian ecosystem services",MacKenzie Cited_2016:2021,553,240,NO
Second,908,Climate change surpasses land-use change in the contracting range boundary of a winter-adapted mammal,MacKenzie Cited_2016:2021,562,241,NO
Second,567,Status and Current Distribution of the Pine Barrens Treefrog (Hyla andersonii) in Florida,MacKenzie Cited_2016:2021,564,242,NO
Second,482,"Intensive monitoring, the key to identifying cat predation as a major threat to native carnivore (Dasyurus geoffroii) reintroduction",MacKenzie Cited_2016:2021,565,243,NO
Second,518,Landscape monitoring reveals initial trends in occupancy and activity of bats in multiple-use forests,MacKenzie Cited_2016:2021,566,244,NO
Second,757,Managing individual nests promotes population recovery of a top predator,MacKenzie Cited_2016:2021,567,245,NO
Second,809,Is the detection of aquatic environmental DNA influenced by substrate type?,MacKenzie Cited_2016:2021,568,246,NO
Second,500,"Ecology and morphology of the dwarf bromeliad boa Ungaliophis panamensis (Squamata, Boidae, Ungaliophiinae) in Costa Rica and Panama",MacKenzie Cited_2016:2021,570,247,NO
Second,668,Application of a robust design occupancy model for assessing fish recruitment,MacKenzie Cited_2016:2021,575,248,NO
Second,560,"Hierarchical multi-grain models improve descriptions of species' environmental associations, distribution, and abundance",MacKenzie Cited_2016:2021,576,249,NO
Second,636,River otter and mink occupancy dynamics in riparian systems,MacKenzie Cited_2016:2021,578,250,NO
Second,485,Factors influencing the habitat use by ocelots in one of the last large Atlantic Forest remnants in southeastern Brazil,MacKenzie Cited_2016:2021,587,251,NO
Second,576,Modelling species distributions in dynamic landscapes: The importance of the temporal dimension,MacKenzie Cited_2016:2021,588,252,NO
Second,774,"Effectiveness of Protected Areas for biodiversity conservation: Mammal occupancy patterns in the Iguacu National Park, Brazil",MacKenzie Cited_2016:2021,590,253,NO
Second,733,Soil and forest structure predicts large-scale patterns of occurrence and local abundance of a widespread Amazonian frog,MacKenzie Cited_2016:2021,597,254,NO
Second,613,Trophic interactions mediate the response of predator populations to habitat change,MacKenzie Cited_2016:2021,598,255,NO
Second,530,Grassland fragmentation affects declining tallgrass prairie birds most where large amounts of grassland remain,MacKenzie Cited_2016:2021,599,256,NO
Second,573,Within-season movements of Alpine songbird distributions are driven by fine-scale environmental characteristics,MacKenzie Cited_2016:2021,602,257,NO
Second,755,Importance of antecedent environmental conditions in modeling species distributions,MacKenzie Cited_2016:2021,604,258,NO
Second,720,Disentangling the drivers of invasion spread in a vector-borne tree disease,MacKenzie Cited_2016:2021,606,259,NO
Second,484,Long-term drivers of persistence and colonization dynamics in spatially structured amphibian populations,MacKenzie Cited_2016:2021,608,260,NO
Second,512,Multi-species occupancy models: an effective and flexible framework for studies of insect communities,MacKenzie Cited_2016:2021,609,261,NO
Second,930,Volunteer-run cameras as distributed sensors for macrosystem mammal research,MacKenzie Cited_2016:2021,610,262,NO
Second,756,Increasing connectivity between metapopulation ecology and landscape ecology,MacKenzie Cited_2016:2021,611,263,NO
Second,545,Occupancy dynamics of rare cyprinids after invasive fish eradication,MacKenzie Cited_2016:2021,613,264,NO
