Review_ID,StrataRank,Strata,Title,Year,Journal,Authors,Citations,DOI,KeyTerms,CitesMackenzie
1049,174,2016-2019,Dynamic multi-species occupancy models reveal individualistic habitat preferences in a high-altitude grassland bird community,2019,PEERJ,"Maphisa, David H.; Smit-Robinson, Hanneline; Altwegg, Res",11,10.7717/peerj.6276,FALSE,TRUE
316,175,2016-2019,"Factors that affect the occupancy, activity and distribution patterns of <i>Grammostola vachoni</i>, an endemic tarantula from the austral mountains of Argentina",2019,JOURNAL OF INSECT CONSERVATION,"Schwerdt, Leonela; Elena de Villalobos, Ana; Perez-Miles, Fernando",10,10.1007/s10841-019-00182-6,TRUE,FALSE
1372,176,2016-2019,"GREAT GRAY OWLS NESTING IN ATYPICAL, LOW-ELEVATION HABITAT IN THE SIERRA NEVADA, CALIFORNIA",2016,JOURNAL OF RAPTOR RESEARCH,"Polasik, Julia S.; Wu, Joanna X.; Roberts, Kevin N.; Siegel, Rodney B.",2,NA,FALSE,TRUE
284,177,2016-2019,Indirect connectivity estimates of amphibian breeding wetlands from spatially explicit occupancy models,2019,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,"Brooks, George C.; Smith, Jennifer A.; Frimpong, Emmanuel A.; Gorman, Thomas A.; Chandler, Houston C.; Haas, Carola A.",12,10.1002/aqc.3190,TRUE,TRUE
143,178,2016-2019,Drought-mediated extinction of an arid-land amphibian: insights from a spatially explicit dynamic occupancy model,2019,ECOLOGICAL APPLICATIONS,"Zylstra, Erin R.; Swann, Don E.; Hossack, Blake R.; Muths, Erin; Steidl, Robert J.",24,10.1002/eap.1859,TRUE,FALSE
444,179,2016-2019,An improved survey method for monitoring population trends of Golden-winged Warblers and other patchily distributed birds,2017,JOURNAL OF FIELD ORNITHOLOGY,"Wood, Eric M.; Swarthout, Sara Barker; Hochachka, Wesley M.; Rohrbaugh, Ronald W.; Rosenberg, Kenneth V.; Rodewald, Amanda D.",4,10.1111/jofo.12220,TRUE,FALSE
383,180,2016-2019,Abundance-based detectability in a spatially-explicit metapopulation: a case study on a vulnerable beetle species in hollow trees,2018,OECOLOGIA,"Laroche, Fabien; Paltto, Heidi; Ranius, Thomas",7,10.1007/s00442-018-4220-5,TRUE,TRUE
1365,181,2016-2019,Changes in Occupancy and Relative Abundance of a Southern Population of Spruce Grouse Based on a 25-year Resurvey,2019,NORTHEASTERN NATURALIST,"Gilbert, Christopher; Blomberg, Erik",2,10.1656/045.026.0204,FALSE,TRUE
77,182,2016-2019,Dynamic occupancy models for explicit colonization processes,2016,ECOLOGY,"Broms, Kristin M.; Hooten, Mevin B.; Johnson, Devin S.; Altwegg, Res; Conquest, Loveday L.",44,10.1890/15-0416.1,TRUE,TRUE
845,183,2016-2019,Optimizing habitat management for amphibians: From simple models to complex decisions,2019,BIOLOGICAL CONSERVATION,"Scroggie, Michael P.; Preece, Kathy; Nicholson, Emily; McCarthy, Michael A.; Parris, Kirsten M.; Heard, Geoffrey W.",24,10.1016/j.biocon.2019.05.022,FALSE,TRUE
1075,184,2016-2019,Stable pack abundance and distribution in a harvested wolf population,2019,JOURNAL OF WILDLIFE MANAGEMENT,"Bassing, Sarah B.; Ausband, David E.; Mitchell, Michael S.; Lukacs, Paul; Keever, Allison; Hale, Greg; Waits, Lisette",10,10.1002/jwmg.21616,FALSE,TRUE
236,185,2016-2019,"Prey distribution, potential landscape supplementation, and urbanization affect occupancy dynamics of American mink in streams",2016,LANDSCAPE ECOLOGY,"Ahlers, Adam A.; Heske, Edward J.; Schooley, Robert L.",15,10.1007/s10980-016-0350-5,TRUE,FALSE
761,186,2016-2019,"Habitat amount and quality, not patch size, determine persistence of a woodland-dependent mammal in an agricultural landscape",2018,LANDSCAPE ECOLOGY,"Gardiner, Riana; Bain, Glen; Hamer, Rowena; Jones, Menna E.; Johnson, Christopher N.",37,10.1007/s10980-018-0722-0,FALSE,TRUE
1460,187,2016-2019,Can a common snake provide conservation insights?,2018,AUSTRALIAN JOURNAL OF ZOOLOGY,"Goldingay, Ross L.",0,10.1071/ZO18079,FALSE,TRUE
306,188,2016-2019,Disentangling the role of seed bank and dispersal in plant metapopulation dynamics using patch occupancy surveys,2017,ECOLOGY,"Manna, F.; Pradel, R.; Choquet, R.; Freville, H.; Cheptou, P. -O.",11,10.1002/ecy.1960,TRUE,FALSE
405,189,2016-2019,"MULTISCALE HABITAT FACTORS INFLUENCE THE OCCUPANCY AND TURNOVER OF THE SUBURBAN HERPETOFAUNA OF CHICAGO, ILLINOIS, USA",2019,HERPETOLOGICAL CONSERVATION AND BIOLOGY,"Cassel, Kevin W.; Vanek, John P.; Glowacki, Gary A.; Preuss, Timothy S.; Nielsen, Clayton K.",6,NA,TRUE,TRUE
249,190,2016-2019,Determinants and patterns of habitat use by the brown bear Ursus arctos in the French Pyrenees revealed by occupancy modelling,2019,ORYX,"Piedallu, Blaise; Quenette, Pierre-Yves; Bombillon, Nicolas; Gastineau, Adrienne; Miquel, Christian; Gimenez, Olivier",14,10.1017/S0030605317000321,TRUE,TRUE
911,191,2016-2019,Grazing and wildfire effects on small mammals inhabiting montane meadows,2019,JOURNAL OF WILDLIFE MANAGEMENT,"Horncastle, Valerie J.; Chambers, Carol L.; Dickson, Brett G.",19,10.1002/jwmg.21635,FALSE,TRUE
446,192,2016-2019,Applying dynamic species distribution modelling to lek-mating species,2017,JOURNAL OF BIOGEOGRAPHY,"Sadoti, Giancarlo; Albright, Thomas P.; Johnson, Kristine",4,10.1111/jbi.12886,TRUE,TRUE
87,193,2016-2019,Examining the relationship between local extinction risk and position in range,2018,CONSERVATION BIOLOGY,"Boakes, Elizabeth H.; Isaac, Nicholas J. . B.; Fuller, Richard A.; Mace, Georgina M.; McGowan, Philip J. K.",37,10.1111/cobi.12979,TRUE,FALSE
1004,194,2016-2019,Use of classical bird census transects as spatial replicates for hierarchical modeling of an avian community,2019,ECOLOGY AND EVOLUTION,"Jimenez-Franco, Maria V.; Kery, Marc; Leon-Ortega, Mario; Robledano, Francisco; Esteve, Miguel A.; Calvo, Jose F.",13,10.1002/ece3.4829,FALSE,TRUE
647,195,2016-2019,Wildlife winners and losers in an oil sands landscape,2018,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,"Fisher, Jason T.; Burton, A. Cole",99,10.1002/fee.1807,FALSE,TRUE
603,196,2016-2019,Autonomous recording units in avian ecological research: current use and future applications,2017,AVIAN CONSERVATION AND ECOLOGY,"Shonfield, Julia; Bayne, Erin M.",193,10.5751/ACE-00974-120114,FALSE,TRUE
705,197,2016-2019,Niche compression intensifies competition between reintroduced American martens (<i>Martes americana</i>) and fishers (<i>Pekania pennanti</i>),2017,JOURNAL OF MAMMALOGY,"Manlick, Philip J.; Woodford, James E.; Zuckerberg, Benjamin; Pauli, Jonathan N.",55,10.1093/jmammal/gyx030,FALSE,TRUE
209,198,2016-2019,Responses of orchids to habitat change in Corsica over 27 years,2016,ANNALS OF BOTANY,"Vogt-Schilb, Helene; Pradel, Roger; Geniez, Philippe; Hugot, Laetitia; Delage, Alain; Richard, Franck; Schatz, Bertrand",17,10.1093/aob/mcw070,TRUE,FALSE
1246,199,2016-2019,Restoring habitat for coastal California Gnatcatchers (<i>Polioptila californica californica</i>),2018,CONDOR,"Winchell, Clark S.; Doherty, Paul F., Jr.",5,10.1650/CONDOR-17-221.1,FALSE,TRUE
56,200,2016-2019,Microclimate predicts within-season distribution dynamics of montane forest birds,2016,DIVERSITY AND DISTRIBUTIONS,"Frey, Sarah J. K.; Hadley, Adam S.; Betts, Matthew G.",56,10.1111/ddi.12456,TRUE,TRUE
324,201,2016-2019,Effects of urbanization and habitat composition on site occupancy of two snake species using regional monitoring data from southern California,2018,GLOBAL ECOLOGY AND CONSERVATION,"Mitrovich, Milan J.; Diffendorfer, Jay E.; Brehme, Cheryl S.; Fisher, Robert N.",10,10.1016/j.gecco.2018.e00427,TRUE,TRUE
268,202,2016-2019,"Floods, drying, habitat connectivity, and fish occupancy dynamics in restored and unrestored oxbows of West Central Iowa, USA",2018,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,"Fischer, Jesse R.; Bakevich, Bryan D.; Shea, Colin P.; Pierce, Clay L.; Quist, Michael C.",13,10.1002/aqc.2896,TRUE,FALSE
1010,203,2016-2019,Automated face detection for occurrence and occupancy estimation in chimpanzees,2017,AMERICAN JOURNAL OF PRIMATOLOGY,"Crunchant, Anne-Sophie; Egerer, Monika; Loos, Alexander; Burghardt, Tilo; Zuberbuhler, Klaus; Corogenes, Katherine; Leinert, Vera; Kulik, Lars; Kuehl, Hjalmar S.",13,10.1002/ajp.22627,FALSE,TRUE
651,204,2016-2019,Native plants improve breeding and foraging habitat for an insectivorous bird,2017,BIOLOGICAL CONSERVATION,"Narango, Desiree L.; Tallamy, Douglas W.; Marra, Peter P.",98,10.1016/j.biocon.2017.06.029,FALSE,TRUE
1028,205,2016-2019,Combining multiple data sources in species distribution models while accounting for spatial dependence and overfitting with combined penalized likelihood maximization,2019,METHODS IN ECOLOGY AND EVOLUTION,"Renner, Ian W.; Louvrier, Julie; Gimenez, Olivier",12,10.1111/2041-210X.13297,FALSE,TRUE
1073,206,2016-2019,Local landscapes and microhabitat characteristics are important determinants of urban-suburban forest bee communities,2019,ECOSPHERE,"Landsman, Andrew P.; Ladin, Zachary S.; Gardner, David; Bowman, Jacob L.; Shriver, Greg; D'Amico, Vince; Delaney, Deborah A.",10,10.1002/ecs2.2908,FALSE,TRUE
1072,207,2016-2019,Megafire effects on spotted owls: elucidation of a growing threat and a response to Hanson et al. (2018),2019,NATURE CONSERVATION-BULGARIA,"Jones, Gavin M.; Gutierrez, R. J.; Kramer, H. Anu; Tempel, Douglas; Berigan, William; Whitmore, Sheila; Peery, M. Zachariah",10,10.3897/natureconservation.37.32741,FALSE,TRUE
1280,208,2016-2019,Comparison between Anuran Call Only and Multiple Life-Stage Occupancy Designs in Missouri River Floodplain Wetlands following a Catastrophic Flood,2018,JOURNAL OF HERPETOLOGY,"Grant, Tyler J.; Otis, David L.; Koford, Rolf R.",4,10.1670/17-122,FALSE,TRUE
1374,209,2016-2019,Forest management and amphibians: focus on the genus <i>Salamandrina</i>,2016,ITALIAN JOURNAL OF AGRONOMY,"Romano, Antonio; Costa, Andrea; Posillico, Mario; Basile, Marco",2,NA,FALSE,TRUE
926,210,2016-2019,Technology-based management of environmental organizations using an Environmental Management Information System (EMIS): Design and development,2016,ENVIRONMENTAL TECHNOLOGY & INNOVATION,"Kouziokas, Georgios N.",18,10.1016/j.eti.2016.01.006,FALSE,TRUE
836,211,2016-2019,Demography and metapopulation dynamics of an urban Cooper's Hawk subpopulation,2018,CONDOR,"Millsap, Brian A.",25,10.1650/CONDOR-17-124.1,FALSE,TRUE
712,212,2016-2019,"The Tropical Ecology, Assessment and Monitoring (TEAM) Network: An early warning system for tropical rain forests",2017,SCIENCE OF THE TOTAL ENVIRONMENT,"Rovero, Francesco; Ahumada, Jorge",51,10.1016/j.scitotenv.2016.09.146,FALSE,TRUE
246,213,2016-2019,"Social status, forest disturbance, and Barred Owls shape long-term trends in breeding dispersal distance of Northern Spotted Owls",2019,CONDOR,"Jenkins, Julianna M. A.; Lesmeister, Damon B.; Forsman, Eric D.; Dugger, Katie M.; Ackers, Steven H.; Andrews, L. Steven; McCafferty, Chris E.; Pruett, M. Shane; Reid, Janice A.; Sovern, Stan G.; Horn, Rob B.; Gremel, Scott A.; Wiens, J. David; Yang, Zhiqiang",14,10.1093/condor/duz055,TRUE,FALSE
1249,214,2016-2019,Color perception influences microhabitat selection of refugia and affects monitoring success for a cryptic anuran species,2016,PHYSIOLOGY & BEHAVIOR,"Cohen, Bradley S.; MacKenzie, Michelle L.; Maerz, John C.; Farrell, Christopher B.; Castleberry, Steven B.",5,10.1016/j.physbeh.2016.05.042,FALSE,TRUE
184,215,2016-2019,Using empirical models of species colonization under multiple threatening processes to identify complementary threat-mitigation strategies,2016,CONSERVATION BIOLOGY,"Tulloch, Ayesha I. . T.; Mortelliti, Alessio; Kay, Geoffrey M.; Florance, Daniel; Lindenmayer, David",19,10.1111/cobi.12672,TRUE,TRUE
173,216,2016-2019,"Quantifying data quality in a citizen science monitoring program: False negatives, false positives and occupancy trends",2019,CONSERVATION SCIENCE AND PRACTICE,"Cruickshank, Sam S.; Buehler, Christoph; Schmidt, Benedikt R.",20,10.1111/csp2.54,TRUE,TRUE
775,217,2016-2019,Factors influencing ocelot occupancy in Brazilian Atlantic Forest reserves,2018,BIOTROPICA,"Massara, Rodrigo L.; de Oliveira Paschoal, Ana Maria; Bailey, Larissa L.; Doherty, Paul F., Jr.; Hirsch, Andre; Chiarello, Adriano G.",33,10.1111/btp.12481,FALSE,TRUE
817,218,2016-2019,Patterns of bird diversity and habitat use in mixed vineyard-matorral landscapes of Central Chile,2017,ECOLOGICAL INDICATORS,"Steel, Zachary L.; Steel, Anna E.; Williams, John N.; Viers, Joshua H.; Marquet, Pablo A.; Barbosa, Olga",27,10.1016/j.ecolind.2016.09.039,FALSE,TRUE
252,219,2016-2019,Bottom-up processes drive reproductive success in an apex predator,2018,ECOLOGY AND EVOLUTION,"Schmidt, Joshua H.; McIntyre, Carol L.; Roland, Carl A.; MacCluskie, Margaret C.; Flamme, Melanie J.",14,10.1002/ece3.3800,TRUE,FALSE
445,220,2016-2019,DOES HOPI RELIGIOUS HARVEST OF EAGLETS AFFECT GOLDEN EAGLE TERRITORY OCCUPANCY AND REPRODUCTION ON THE NAVAJO NATION?,2017,JOURNAL OF RAPTOR RESEARCH,"Stahlecker, Dale W.; Wallace, Zachary P.; Mikesic, David G.; Smith, Chad S.",4,10.3356/JRR-16-61.1,TRUE,FALSE
1136,221,2016-2019,"The effectiveness of short-term fox control in protecting a seasonally vulnerable species, the Eastern Long-necked Turtle (<i>Chelodina longicollis</i>)",2016,ECOLOGICAL MANAGEMENT & RESTORATION,"Robley, Alan; Howard, Katie; Lindeman, Michael; Cameron, Rhet; Jardine, Andrew; Hiscock, David",8,10.1111/emr.12199,FALSE,TRUE
225,222,2016-2019,"Multispecies Coexistence without Diffuse Competition; or, Why Phylogenetic Signal and Trait Clustering Weaken Coexistence",2017,AMERICAN NATURALIST,"Stump, Simon Maccracken",16,10.1086/692470,TRUE,FALSE
1034,223,2016-2019,Grasslands bird occupancy of native warm-season grass,2016,JOURNAL OF WILDLIFE MANAGEMENT,"West, Andrew S.; Keyser, Patrick D.; Lituma, Christopher M.; Buehler, David A.; Applegate, Roger D.; Morgan, John",12,10.1002/jwmg.21103,FALSE,TRUE
183,224,2016-2019,Comparing estimates of population change from occupancy and mark-recapture models for a territorial species,2016,ECOSPHERE,"Conner, Mary M.; Keane, John J.; Gallagher, Claire V.; Munton, Thomas E.; Shaklee, Paula A.",19,10.1002/ecs2.1538,TRUE,TRUE
876,225,2016-2019,Using large spatial scale camera trap data and hierarchical occupancy models to evaluate species richness and occupancy of rare and elusive wildlife communities in southwest China,2018,DIVERSITY AND DISTRIBUTIONS,"Li, Xueyou; Bleisch, William V.; Jiang, Xuelong",21,10.1111/ddi.12792,FALSE,TRUE
406,226,2016-2019,Phantom species: adjusting estimates of colonization and extinction for pseudo-turnover,2018,OIKOS,"Beck, Jared J.; Larget, Bret; Waller, Donald M.",6,10.1111/oik.05114,TRUE,TRUE
805,227,2016-2019,Fuzzy modelling to identify key drivers of ecological water quality to support decision and policy making,2017,ENVIRONMENTAL SCIENCE & POLICY,"Forio, Marie Anne Eurie; Mouton, Ans; Lock, Koen; Boets, Pieter; Nguyen Thi Hanh Tien; Ambarita, Minar Naomi Damanik; Musonge, Peace Liz Sasha; Dominguez-Granda, Luis; Goethals, Peter L. M.",28,10.1016/j.envsci.2016.12.004,FALSE,TRUE
1420,228,2016-2019,"Occupancy and demographics of red river hog <i>Potamochoerus porcus</i> on Tiwai Island, Sierra Leone",2017,AFRICAN JOURNAL OF ECOLOGY,"McCollum, Kathryn R.; Conway, April L.; Lee, Myung-Bok; Carroll, John P.",1,10.1111/aje.12314,FALSE,TRUE
1244,229,2016-2019,Application of a robust design occupancy model for assessing fish recruitment,2019,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,"Weber, Michael J.; Brown, Michael L.",5,10.1139/cjfas-2018-0083,FALSE,TRUE
632,230,2016-2019,Spatial predictions at the community level: from current approaches to future frameworks,2017,BIOLOGICAL REVIEWS,"D'Amen, Manuela; Rahbek, Carsten; Zimmermann, Niklaus E.; Guisan, Antoine",122,10.1111/brv.12222,FALSE,TRUE
1166,231,2016-2019,Variable effects of an invasive species on the reproduction and distribution of native species in pond networks,2019,FRESHWATER BIOLOGY,"Belouard, Nadege; Petit, Eric J.; Paillisson, Jean-Marc",7,10.1111/fwb.13241,FALSE,TRUE
476,232,2016-2019,"Using regional patterns for predicting local temporal change: a test by natural experiment in the Great Lakes bioregion, Ontario, Canada",2017,DIVERSITY AND DISTRIBUTIONS,"Desrochers, Rachelle E.; Currie, David J.; Kerr, Jeremy T.",3,10.1111/ddi.12518,TRUE,FALSE
305,233,2016-2019,Geographical variation in the influence of habitat and climate on site occupancy turnover in American pika (<i>Ochotona princeps</i>),2018,DIVERSITY AND DISTRIBUTIONS,"Rodhouse, Thomas J.; Jeffress, Mackenzie R.; Sherrill, Kirk R.; Mohren, Sean R.; Nordensten, Nancy J.; Magnuson, Michael L.; Schwalm, Donelle; Castillo, Jessica A.; Shinderman, Matthew; Epps, Clinton W.",11,10.1111/ddi.12791,TRUE,TRUE
207,234,2016-2019,Mapping range dynamics from opportunistic data: spatiotemporal modelling of the lynx distribution in the Alps over 21years,2018,ANIMAL CONSERVATION,"Molinari-Jobin, A.; Kery, M.; Marboutin, E.; Marucco, F.; Zimmermann, F.; Molinari, P.; Frick, H.; Fuxjaeger, C.; Woelfl, S.; Bled, F.; Breitenmoser-Wursten, C.; Kos, I.; Woelfl, M.; Cerne, R.; Muller, O.; Breitenmoser, U.",17,10.1111/acv.12369,TRUE,TRUE
289,235,2016-2019,"Influence of landscape, habitat, and species co-occurrence on occupancy dynamics of Canada Warblers",2016,CONDOR,"Grinde, Alexis R.; Niemi, Gerald J.",12,10.1650/CONDOR-15-168.1,TRUE,FALSE
1077,236,2016-2019,Managing individual nests promotes population recovery of a top predator,2018,JOURNAL OF APPLIED ECOLOGY,"Cruz, Jennyffer; Windels, Steve K.; Thogmartin, Wayne E.; Crimmins, Shawn M.; Grim, Leland H.; Zuckerberg, Benjamin",10,10.1111/1365-2664.13062,FALSE,TRUE
1134,237,2016-2019,Can owls be used to monitor the impacts of urbanisation? A cautionary tale of variable detection,2017,WILDLIFE RESEARCH,"Cooke, Raylene; Grant, Hannah; Ebsworth, Isabel; Rendall, Anthony R.; Isaac, Bronwyn; White, John G.",8,10.1071/WR16185,FALSE,TRUE
474,238,2016-2019,Stream fish colonization but not persistence varies regionally across a large North American river basin,2018,BIOLOGICAL CONSERVATION,"Wheeler, Kit; Wenger, Seth J.; Walsh, Stephen J.; Martin, Zachary P.; Jelks, Howard L.; Freeman, Mary C.",3,10.1016/j.biocon.2018.04.023,TRUE,TRUE
362,239,2016-2019,Differential matrix use by Neotropical birds based on species traits and landscape condition,2017,ECOLOGICAL APPLICATIONS,"Kennedy, Christina M.; Zipkin, Elise F.; Marra, Peter P.",8,10.1002/eap.1470,TRUE,FALSE
1129,240,2016-2019,"Occupancy, detectability, and density of crab-eating fox (<i>Cerdocyon thous</i>) in two protected areas of restinga habitats in Brazil",2019,CANADIAN JOURNAL OF ZOOLOGY,"Monteiro-Alves, Priscila Stefani; Helmer, Debora Molino; Ferreguetti, Atilla Colombo; Pereira-Ribeiro, Juliane; Duarte Rocha, Carlos Frederico; Bergallo, Helena Godoy",8,10.1139/cjz-2018-0322,FALSE,TRUE
503,241,2016-2019,Dynamic occupancy modeling of temperate marine fish in area-based closures,2018,ECOLOGY AND EVOLUTION,"Calvert, Jay; McGonigle, Chris; Sethi, Suresh Andrew; Harris, Bradley; Quinn, Rory; Grabowski, Jon",2,10.1002/ece3.4493,TRUE,TRUE
1133,242,2016-2019,Breeding birds in managed forests on public conservation lands in the Mississippi Alluvial Valley,2017,FOREST ECOLOGY AND MANAGEMENT,"Twedt, Daniel J.; Wilson, R. Randy",8,10.1016/j.foreco.2016.10.031,FALSE,TRUE
422,243,2016-2019,Landscape and management factors influence the occupancy dynamics of sympatric salamanders in an urban preserve system,2019,GLOBAL ECOLOGY AND CONSERVATION,"Vanek, John P.; King, Richard B.; Glowacki, Gary A.",5,10.1016/j.gecco.2019.e00742,TRUE,TRUE
224,244,2016-2019,Relative importance of anthropogenic landscape characteristics for Neotropical frugivores at multiple scales,2017,ANIMAL CONSERVATION,"Nagy-Reis, M. B.; Estevo, C. A.; Setz, E. Z. F.; Ribeiro, M. C.; Chiarello, A. G.; Nichols, J. D.",16,10.1111/acv.12346,TRUE,TRUE
112,245,2016-2019,Intraguild predator drives forest edge avoidance of a mesopredator,2016,ECOSPHERE,"Michel, Vanja T.; Victoria Jimenez-Franco, Maria; Naef-Daenzer, Beat; Grueebler, Martin U.",31,10.1002/ecs2.1229,TRUE,TRUE
421,246,2016-2019,Factors affecting species richness and distribution spatially and temporally within a protected area using multi-season occupancy models,2019,ANIMAL CONSERVATION,"Moore, J. F.; Hines, J. E.; Mulindahabi, F.; Masozera, M. K.",5,10.1111/acv.12491,TRUE,TRUE
542,247,2016-2019,A spatially structured metapopulation model within a stochastic environment,2017,MATHEMATICAL BIOSCIENCES,"Smith, Andrew G.",1,10.1016/j.mbs.2017.07.003,TRUE,FALSE
1130,248,2016-2019,Water associated with residential areas and tourist resorts is the key predictor of Asian tiger mosquito presence on a Mediterranean island,2018,MEDICAL AND VETERINARY ENTOMOLOGY,"Sanz-Aguilar, A.; Rossello, R.; Bengoa, M.; Ruiz-Perez, M.; Gonzalez-Calleja, M.; Barcelo, C.; Borras, D.; Paredes-Esquivel, C.; Miranda, M. A.; Tavecchia, G.",8,10.1111/mve.12317,FALSE,TRUE
1168,249,2016-2019,Building resilience into agricultural pollination using wild pollinators,2019,AGRICULTURAL RESILIENCE: PERSPECTIVES FROM ECOLOGY AND ECONOMICS,"Williams, Neal M.; Isaacs, Rufus; Lonsdorf, Eric; Winfree, Rachael; Ricketts, Taylor H.",7,NA,FALSE,TRUE
595,250,2016-2019,Understanding environmental DNA detection probabilities: A case study using a stream-dwelling char <i>Salvelinus fontinalis</i>,2016,BIOLOGICAL CONSERVATION,"Wilcox, Taylor M.; McKelvey, Kevin S.; Young, Michael K.; Sepulveda, Adam J.; Shepard, Bradley B.; Jane, Stephen F.; Whiteley, Andrew R.; Lowe, Winsor H.; Schwartz, Michael K.",236,10.1016/j.biocon.2015.12.023,FALSE,TRUE
639,251,2016-2019,Standardized Assessment of Biodiversity Trends in Tropical Forest Protected Areas: The End Is Not in Sight,2016,PLOS BIOLOGY,"Beaudrot, Lydia; Ahumada, Jorge A.; O'Brien, Timothy; Alvarez-Loayza, Patricia; Boekee, Kelly; Campos-Arceiz, Ahimsa; Eichberg, David; Espinosa, Santiago; Fegraus, Eric; Fletcher, Christine; Gajapersad, Krisna; Hallam, Chris; Hurtado, Johanna; Jansen, Patrick A.; Kumar, Amit; Larney, Eileen; Moreira Lima, Marcela Guimaraes; Mahony, Colin; Martin, Emanuel H.; McWilliam, Alex; Mugerwa, Badru; Ndoundou-Hockemba, Mireille; Razafimahaimodison, Jean Claude; Romero-Saltos, Hugo; Rovero, Francesco; Salvador, Julia; Santos, Fernanda; Sheil, Douglas; Spironello, Wilson R.; Willig, Michael R.; Winarni, Nurul L.; Zvoleff, Alex; Andelman, Sandy J.",107,10.1371/journal.pbio.1002357,FALSE,TRUE
839,252,2016-2019,Effects of mountaintop removal mining and valley filling on the occupancy and abundance of stream salamanders,2016,JOURNAL OF APPLIED ECOLOGY,"Price, Steven J.; Muncy, Brenee L.; Bonner, Simon J.; Drayer, Andrea N.; Barton, Christopher D.",25,10.1111/1365-2664.12585,FALSE,TRUE
720,253,2016-2019,Is the detection of aquatic environmental DNA influenced by substrate type?,2017,PLOS ONE,"Buxton, Andrew S.; Groombridge, Jim J.; Griffiths, Richard A.",49,10.1371/journal.pone.0183371,FALSE,TRUE
303,254,2016-2019,Local temperature and ecological similarity drive distributional dynamics of tropical mammals worldwide,2019,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"Beaudrot, Lydia; Acevedo, Miguel A.; Lessard, Jean-Philippe; Zvoleff, Alex; Jansen, Patrick A.; Sheil, Douglas; Rovero, Francesco; O'Brien, Timothy; Larney, Eileen; Fletcher, Christine; Andelman, Sandy; Ahumada, Jorge",11,10.1111/geb.12908,TRUE,TRUE
1286,255,2016-2019,Spatial metrics effect of forest fragmentation on forest bird abundance and site occupancy probability: the influence of patch size and isolation,2016,OSTRICH,"Modest, Robert B.; Hassan, Shombe N.; Rija, Alfan A.",4,10.2989/00306525.2016.1160961,FALSE,TRUE
325,256,2016-2019,Validating dispersal distances inferred from autoregressive occupancy models with genetic parentage assignments,2018,JOURNAL OF ANIMAL ECOLOGY,"Hall, Laurie A.; Van Schmidt, Nathan D.; Beissinger, Steven R.",10,10.1111/1365-2656.12811,TRUE,TRUE
269,257,2016-2019,Co-occurrence dynamics of endangered Lower Keys marsh rabbits and free-ranging domestic cats: Prey responses to an exotic predator removal program,2018,ECOLOGY AND EVOLUTION,"Cove, Michael V.; Gardner, Beth; Simons, Theodore R.; O'Connell, Allan F.",13,10.1002/ece3.3954,TRUE,TRUE
331,258,2016-2019,Predictors of breeding site occupancy by amphibians in montane landscapes,2017,JOURNAL OF WILDLIFE MANAGEMENT,"Groff, Luke A.; Loftin, Cynthia S.; Calhoun, Aram J. K.",10,10.1002/jwmg.21184,TRUE,FALSE
159,259,2016-2019,A dynamic multi-scale occupancy model to estimate temporal dynamics and hierarchical habitat use for nomadic species,2019,ECOLOGY AND EVOLUTION,"Green, Adam W.; Pavlacky, David C., Jr.; George, T. Luke",22,10.1002/ece3.4822,TRUE,TRUE
1367,260,2016-2019,Bicknell's Thrush (<i>Catharus bicknelli</i>) habitat occupancy in Quebec's Laurentian Highlands,2018,AVIAN CONSERVATION AND ECOLOGY,"Aubry, Yves; Desrochers, Andre; Seutin, Gilles",2,10.5751/ACE-01226-130208,FALSE,TRUE
798,261,2016-2019,Anuran responses to spatial patterns of agricultural landscapes in Argentina,2016,LANDSCAPE ECOLOGY,"Suarez, Romina P.; Zaccagnini, Maria E.; Babbitt, Kimberly J.; Calamari, Noela C.; Natale, Guillermo S.; Cerezo, Alexis; Codugnello, Nadia; Boca, Teresa; Damonte, Maria J.; Vera-Candioti, Josefina; Gavier-Pizarro, Gregorio I.",29,10.1007/s10980-016-0426-2,FALSE,TRUE
235,262,2016-2019,Quantifying non-breeding season occupancy patterns and the timing and drivers of autumn migration for a migratory songbird using Doppler radar,2016,ECOGRAPHY,"Laughlin, Andrew J.; Sheldon, Daniel R.; Winkler, David W.; Taylor, Caz M.",15,10.1111/ecog.01988,TRUE,FALSE
327,263,2016-2019,Modelling the range expansion of the Tiger mosquito in a Mediterranean Island accounting for imperfect detection,2017,FRONTIERS IN ZOOLOGY,"Tavecchia, Giacomo; Miranda, Miguel-Angel; Borras, David; Bengoa, Mikel; Barcelo, Carlos; Paredes-Esquivel, Claudia; Schwarz, Carl",10,10.1186/s12983-017-0217-x,TRUE,TRUE
343,264,2016-2019,Use of ambiguous detections to improve estimates from species distribution models,2019,CONSERVATION BIOLOGY,"Louvrier, Julie; Molinari-Jobin, Anja; Kery, Marc; Chambert, Thierry; Miller, David; Zimmermann, Fridolin; Marboutin, Eric; Molinari, Paolo; Mueller, Oliver; Cerne, Rok; Gimenez, Olivier",9,10.1111/cobi.13191,TRUE,TRUE
