"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8YR42DD4","journalArticle","2011","Adams, Michael J.; Pearl, Christopher A.; Galvan, Stephanie; Mccreary, Brome","Non-native species impacts on pond occupancy by an anuran: Anuran Occupancy Changes","The Journal of Wildlife Management","","0022541X","10.1002/jwmg.29","https://onlinelibrary.wiley.com/doi/10.1002/jwmg.29","","2011-01","2021-10-27 03:53:40","2021-10-27 03:53:40","2021-10-27 03:53:40","30-35","","1","75","","The Journal of Wildlife Management","Non-native species impacts on pond occupancy by an anuran","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/J3DW7LAF/Adams et al. - 2011 - Non-native species impacts on pond occupancy by an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUME8S9L","journalArticle","","Colucci, Cristina","Evidence-based evaluation of artificial reptile habitats: A case study on stone structures","","","","","","","","2021-10-27 03:53:41","2021-10-27 03:53:41","","46","","","","","","","","","","","","","de","","","","","Zotero","","","","/Users/kelleherj/Zotero/storage/D3CFDAY3/Colucci - Evidence-based evaluation of artificial reptile ha.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U6IG4C6K","journalArticle","2018","Holland, Angela M.; Schauber, Eric M.; Nielsen, Clayton K.; Hellgren, Eric C.","Stream community richness predicts apex predator occupancy dynamics in riparian systems","Oikos","","00301299","10.1111/oik.05085","https://onlinelibrary.wiley.com/doi/10.1111/oik.05085","","2018-10","2021-10-27 03:53:43","2021-10-27 03:53:43","2021-10-27 03:53:43","1422-1436","","10","127","","Oikos","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/NQPI22K9/Holland et al. - 2018 - Stream community richness predicts apex predator o.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WYYJD85M","journalArticle","2016","Sultaire, Sean M.; Pauli, Jonathan N.; Martin, Karl J.; Meyer, Michael W.; Notaro, Michael; Zuckerberg, Benjamin","Climate change surpasses land-use change in the contracting range boundary of a winter-adapted mammal","Proceedings of the Royal Society B: Biological Sciences","","0962-8452, 1471-2954","10.1098/rspb.2015.3104","https://royalsocietypublishing.org/doi/10.1098/rspb.2015.3104","The effects of climate change on biodiversity have emerged as a dominant theme in conservation biology, possibly eclipsing concern over habitat loss in recent years. The extent to which this shifting focus has tracked the most eminent threats to biodiversity is not well documented. We investigated the mechanisms driving shifts in the southern range boundary of a forest and snow cover specialist, the snowshoe hare, to explore how its range boundary has responded to shifting rates of climate and land cover change over time. We found that although both forest and snow cover contributed to the historical range boundary, the current duration of snow cover best explains the most recent northward shift, while forest cover has declined in relative importance. In this respect, the southern range boundary of snowshoe hares has mirrored the focus of conservation research; first habitat loss and fragmentation was the stronger environmental constraint, but climate change has now become the main threat. Projections of future range shifts show that climate change, and associated snow cover loss, will continue to be the major driver of this species' range loss into the future.","2016-03-30","2021-10-27 03:53:46","2021-10-27 03:53:46","2021-10-27 03:53:46","20153104","","1827","283","","Proc. R. Soc. B.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/GJX9PEC2/Sultaire et al. - 2016 - Climate change surpasses land-use change in the co.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T7ARHIJV","journalArticle","2020","Castañeda, Rowshyra A.; Mandrak, Nicholas E.; Barrow, Stuart; Weyl, Olaf L. F.","Occupancy dynamics of rare cyprinids after invasive fish eradication","Aquatic Conservation: Marine and Freshwater Ecosystems","","1052-7613, 1099-0755","10.1002/aqc.3364","https://onlinelibrary.wiley.com/doi/10.1002/aqc.3364","","2020-07","2021-10-27 04:01:14","2021-10-27 04:01:14","2021-10-27 04:01:14","1424-1436","","7","30","","Aquatic Conserv: Mar Freshw Ecosyst","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/8BW2SU52/Castañeda et al. - 2020 - Occupancy dynamics of rare cyprinids after invasiv.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVQHYCGR","journalArticle","2017","Astete, S.; Marinho-Filho, J.; Kajin, M.; Penido, G.; Zimbres, B.; Sollmann, R.; Jácomo, A.T.A.; Tôrres, N.M.; Silveira, L.","Forced neighbours: Coexistence between jaguars and pumas in a harsh environment","Journal of Arid Environments","","01401963","10.1016/j.jaridenv.2017.07.005","https://linkinghub.elsevier.com/retrieve/pii/S0140196317301374","Carnivores face conﬂicts with humans, which has reduced their numbers and distribution. Carnivores compete in intraguild predation systems, Subordinate predators usually avoid top predators through spatial or temporal separation. Coexistence requires a complex combination of resources and environmental conditions. In this study, we assessed the occupancy and temporal activity during night time of the jaguar (Panthera onca) and puma (Puma concolor) in the Serra da Capivara National Park (SCNP), located in the semi-arid Caatinga biome of Brazil. Felines face biological limitations in hot environments. We used camera-traps, occupancy models and temporal analysis to evaluate their patterns of habitat use, activity and interactions in SCNP between 2009 and 2011. We considered jaguar as dominant predator and puma as subordinate, and expected to ﬁnd spatial and temporal avoidance between them. We found evidence of spatial and temporal coexistence. This coexistence could be a result of a restriction of niche separation between both species, inﬂuenced by the harsh conditions in the Caatinga, represented by a combination of extreme temperatures, scarcity of refuges to thermoregulate, an environment around SCNP with a high level of human disturbance and an apparent increase in prey due conservation policies. Crown Copyright © 2017 Published by Elsevier Ltd. All rights reserved.","2017-11","2021-10-27 04:04:59","2021-10-27 04:04:59","2021-10-27 04:04:59","27-34","","","146","","Journal of Arid Environments","Forced neighbours","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/EWQ69PDQ/Astete et al. - 2017 - Forced neighbours Coexistence between jaguars and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUAHK4ZF","journalArticle","2017","Pitman, Ross T.; Fattebert, Julien; Williams, Samual T.; Williams, Kathryn S.; Hill, Russell A.; Hunter, Luke T. B.; Robinson, Hugh; Power, John; Swanepoel, Lourens; Slotow, Rob; Balme, Guy A.","Cats, connectivity and conservation: incorporating data sets and integrating scales for wildlife management","Journal of Applied Ecology","","00218901","10.1111/1365-2664.12851","https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12851","","2017-12","2021-10-27 04:05:02","2021-10-27 04:05:02","2021-10-27 04:05:02","1687-1698","","6","54","","J Appl Ecol","Cats, connectivity and conservation","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/586IJBBJ/Pitman et al. - 2017 - Cats, connectivity and conservation incorporating.pdf","","","","Howe, Caroline","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LHJV8ZMM","journalArticle","2020","Vu, Thinh T.; Hoa Anh, Nguyen Q.; Rawson, Benjamin M.; Tran, Dung V.; Nguyen, Hoa T.; Van, Thinh N.","Monitoring occurrence, extinction, and colonization probabilities for gibbon populations","American Journal of Primatology","","0275-2565, 1098-2345","10.1002/ajp.23171","https://onlinelibrary.wiley.com/doi/10.1002/ajp.23171","All gibbon species (Family: Hylobatidae) are considered threatened with extinction and recognized on the International Union for Conservation of Nature Red List of Threatened Species. Because gibbons are one of the most threatened families of primates, monitoring their status is now critically important. Long‐term monitoring programs applying occupancy approaches, in addition to assessing occurrence probability, improves understanding of other population parameters such as site extinction or colonization probabilities, which elucidate temporal and spatial changes and are therefore important for guiding conservation efforts. In this study, we used multiple season occupancy models to monitor occurrence, extinction, and colonization probabilities for northern yellow‐cheeked crested gibbon Nomascus annamensis in three adjacent protected areas in the Central Annamites mountain range, Vietnam. We collected data at 30 listening posts in 2012, 2014, and 2016 using the auditory point count method. Occurrence probabilities were highest in 2012 (0.74, confidence interval [CI]: 0.56–0.87) but slightly lower in 2014 (0.66, CI: 0.51–0.79) and 2016 (0.67, CI: 0.49–0.81). Extinction probabilities during the 2012–2014 and 2014–2016 intervals were 0.26 (0.14–0.44) and 0.25 (0.12–0.44), respectively. Colonization probabilities during 2012–2014 were 0.44 (0.19–0.73) and between 2014 and 2016 was 0.51 (0.26–0.75). Although local site extinctions have occurred, high recolonization probability helped to replenish the unoccupied sites and kept the occurrence probability stable. Long‐term monitoring programs which use occurrence probability alone might not fully reveal the true dynamics of gibbon populations. We strongly recommend including multiple season occupancy models to monitor occurrence, extinction, and colonization probabilities in long‐term gibbon monitoring programs.","2020-09","2021-10-27 04:05:05","2021-10-27 04:05:05","2021-10-27 04:05:05","","","9","82","","Am J Primatol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/9M7NAXF2/Vu et al. - 2020 - Monitoring occurrence, extinction, and colonizatio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRMWJDFJ","journalArticle","2019","Holland, Angela M.; Schauber, Eric M.; Nielsen, Clayton K.; Hellgren, Eric C.","Occupancy dynamics of semi‐aquatic herbivores in riparian systems in Illinois, USA","Ecosphere","","2150-8925, 2150-8925","10.1002/ecs2.2614","https://onlinelibrary.wiley.com/doi/10.1002/ecs2.2614","Streams and local riparian habitats are a product of the landscapes they drain. Consequently, aspects of the landscape, as well as local stream morphology, are likely to affect riparian and stream communities, including occupancy of semi-aquatic mammals. To gain a better understanding of how changing landscapes may affect the occupancy of semi-aquatic mammals, we sought to identify aspects of the riparian system and stream structure at multiple scales that relate to the presence of beaver (Castor canadensis) and muskrat (Ondatra zibethicus), including their interactions with mink (Neovison vison) and river otter (Lontra canadensis). We estimated multi-season occupancy using 103 sites sampled over six seasons (2012–2014) in southern Illinois, USA. We hypothesized beaver and muskrat occupancy was related to multiple aspects of landscape and local habitat including land-cover, water availability, human disturbance, stream characteristics, and the presence of other semi-aquatic mammals. Beaver occupancy varied over time and was predicted by stream size, stream density, and land-cover at the landscape scale. Muskrat occupancy also varied over time and was related to local aspects of habitat including percentage of forest in the riparian area, channel incision, land-cover, and aspects of sediment chemistry. Our results indicate the importance of spatial and temporal variation, scale, and food and water availability for these semi-aquatic species. Beaver and muskrat are most likely to be affected by changes to water regimes including availability of permanent water sources due to changing landscapes.","2019-03","2021-10-27 04:05:07","2021-10-27 04:05:07","2021-10-27 04:05:07","e02614","","3","10","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/UIJPLJRS/Holland et al. - 2019 - Occupancy dynamics of semi‐aquatic herbivores in r.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YTS4VZIE","journalArticle","2020","Schorr, R. A.; Maison, R. M.; Puntenney, C. P.","Multi-year occupancy of the hops blue butterfly (Celastrina humulus): habitat patch colonization and extinction","Journal of Insect Conservation","","1366-638X, 1572-9753","10.1007/s10841-020-00264-w","https://link.springer.com/10.1007/s10841-020-00264-w","The hops azure (Celastrina humulus) is a locally-abundant, rare butterfly in Colorado and Montana, that uses wild hops (Humulus lupulus) as a host plant. Because of the patchy distribution of wild hops and current land use changes, the butterfly is a species of conservation concern. The hops azure is abundant along the riparian systems of the U.S. Air Force Academy (Academy) because wild hops is readily available and most land-use impacts have not reached much of the Academy. However, the riparian systems of the Academy are experiencing increased flooding from off-base, hard-surface development, making it harder for riparian vegetation, like wild hops, to thrive. To describe the prevalence and persistence of the hops azure, we conducted multi-year occupancy sampling to understand habitat-patch occupancy changes, such as patch extinction and colonization, and to identify factors that impact detectability. Wind speed, the area of wild hops, and the amount of cloud cover and solar exposure influenced probability of hops azure detection. Patch occupancy and extinction are influenced by the area of wild hops, suggesting that as host plant patch sizes get smaller, patch extinction increases and occupancy decreases. Detectability and occupancy were higher than expected, and the probability of patch extinction and colonization were extremely low. Management efforts to expand wild hops growth within the hops azure’s range, increase continuity of wild hops expanses, and retain the hydrology that supports wild hops should increase the stability of azure populations.","2020-12","2021-10-27 04:05:09","2021-10-27 04:05:09","2021-10-27 04:05:09","927-934","","6","24","","J Insect Conserv","Multi-year occupancy of the hops blue butterfly (Celastrina humulus)","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/5B9RNLJ2/Schorr et al. - 2020 - Multi-year occupancy of the hops blue butterfly (C.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2PBEDH5","journalArticle","2019","Holland, Angela M.; Schauber, Eric M.; Nielsen, Clayton K.; Hellgren, Eric C.","River otter and mink occupancy dynamics in riparian systems","The Journal of Wildlife Management","","0022-541X, 1937-2817","10.1002/jwmg.21745","https://onlinelibrary.wiley.com/doi/10.1002/jwmg.21745","Semi‐aquatic mammals are dependent upon streams and riparian areas, which are a product of the landscapes they drain. Both local stream morphology and surrounding land use are likely to have important inﬂuences on current occupancy of semi‐aquatic mammals and potentially aﬀect future geographic distributions. We identiﬁed aspects of the riparian system and stream structure at multiple scales that relate to the presence of river otter (Lontra canadensis) and mink (Neovison vison) to better understand how changing landscapes aﬀect occupancy dynamics of these semi‐aquatic mammals and to facilitate future monitoring and management. We estimated multi‐season occupancy using 103 sites sampled over 6 seasonal sampling periods in southern Illinois, USA (44,526 km2) during 2012–2014. We hypothesized river otter and mink occupancy were related to multiple aspects of landscape and local habitat attributes including land cover, water availability, human disturbance, and stream characteristics. Occupancy of river otter was predicted by large stream size, less developed area near the stream site, and proximity to areas with reintroduced or remnant populations of river otter. Mink were more likely to occupy sites with small streams and decreased water availability near the site. However, top models for both species had low weights and high uncertainty for multiple variables. Habitat‐based models may not be the best predictors of occupancy for these carnivores because they are more likely to respond to prey diversity or availability, but landscape changes that decrease natural water availability and increase human disturbance to the stream at the local scale are likely to negatively aﬀect river otter. © 2019 The Authors. The Journal of Wildlife Management published by Wiley Periodicals, Inc. on behalf of The Wildlife Society.","2019-09","2021-10-27 04:05:13","2021-10-27 04:05:13","2021-10-27 04:05:13","1552-1564","","7","83","","Jour. Wild. Mgmt.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/9W33DX7Z/Holland et al. - 2019 - River otter and mink occupancy dynamics in riparia.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGLIFRW8","journalArticle","","Monfils, M J; , D L Cuthrell","Evaluation of Karner blue butterfly occupancy and relationships to management on state lands in Michigan","","","","","","","","2021-10-27 04:05:14","2021-10-27 04:05:14","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/kelleherj/Zotero/storage/L8HJCAHX/Monfils and  - Evaluation of Karner blue butterfly occupancy and .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBI34NJW","journalArticle","2016","Moreira, Leonardo F. B.; Moura, Rafael G.; Maltchik, Leonardo","Stop and ask for directions: factors affecting anuran detection and occupancy in Pampa farmland ponds","Ecological Research","","0912-3814, 1440-1703","10.1007/s11284-015-1316-9","http://doi.wiley.com/10.1007/s11284-015-1316-9","","2016-01","2021-10-27 04:05:16","2021-10-27 04:05:16","2021-10-27 04:05:16","65-74","","1","31","","Ecol Res","Stop and ask for directions","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/7UGBT3GQ/Moreira et al. - 2016 - Stop and ask for directions factors affecting anu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRF43IRW","journalArticle","2011","Williams, Branson D.; Fabrizio, Mary C.","Detectability of Estuarine Fishes in a Beach Seine Survey of Tidal Tributaries of Lower Chesapeake Bay","Transactions of the American Fisheries Society","","0002-8487, 1548-8659","10.1080/00028487.2011.620489","http://doi.wiley.com/10.1080/00028487.2011.620489","Detectability, the probability of encountering a species at a sampling site, is often overlooked in ﬁsheries research despite its potential to obscure inferences on habitat use and lead to biased estimates of abundance. We used occupancy models to explore factors affecting detectability and occupancy ( ), the probability that a species inhabits a site, for three ﬁshes frequently captured in Chesapeake Bay seine surveys: young-of-the-year (age-0) striped bass Morone saxatilis, yearling Atlantic croaker Micropogonias undulatus, and spottail shiner Notropis hudsonius. Twelve repeat-sampling events occurred during the summers of 2008 and 2009 at 20 sites in the Mattaponi and Pamunkey rivers, Virginia. Although the environmental factors that inﬂuenced detection probabilities varied with species, the detectability of all species was positively related to effective net length (i.e., the maximum distance from shore that the seine was deployed). The mean detectability of age-0 striped bass, which occupied nearly every site ( = 0.99, SE = 0.01), was 0.62 (SE = 0.06) and positively related to mean water temperature during sampling. The detectability of yearling Atlantic croakers was negatively related to water temperature at time of capture and was signiﬁcantly greater in early summer than in late summer. In early summer, Atlantic croakers occupied all sampling sites; occupancy decreased in late summer ( = 0.86, SE = 0.08) and was positively related to the mean salinity at the site. Unlike with Atlantic croakers, the mean detectability of spottail shiners was signiﬁcantly greater in late summer than in early summer; detectability was positively related to turbidity at the time of sampling and reﬂected the increased availability of recently recruited individuals. Spottail shiners occupied fewer sites than did the two other species ( = 0.59, SE = 0.21). Seasonal changes in detectability appeared to reﬂect changes in catchability associated with ﬁsh growth. Determining factors that inﬂuence detection probabilities is vital to improving our understanding of habitat use by ﬁsh and reducing the variation in ﬁsheries sampling.","2011-09","2021-10-27 04:05:19","2021-10-27 04:05:19","2021-10-27 04:05:19","1340-1350","","5","140","","Transactions of the American Fisheries Society","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/S3EDDED8/Williams and Fabrizio - 2011 - Detectability of Estuarine Fishes in a Beach Seine.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZT3FN6XH","journalArticle","2018","Beaudrot, Lydia; Acevedo, Miguel; Lessard, Jean-Philippe; Sheil, Douglas; Larney, Eileen; Wright, Patricia; Ahumada, Jorge","Distributional shifts in a biodiversity hotspot","Biological Conservation","","00063207","10.1016/j.biocon.2018.10.016","https://linkinghub.elsevier.com/retrieve/pii/S0006320718305731","Identifying ongoing changes in the distributions of species is critical for understanding and conserving biological diversity. Distributional shifts have been demonstrated in many ecosystems and taxa, yet the extent and nature of these changes remain largely undocumented for tropical forest mammals. Shifts over short time periods can be particularly alarming in areas of the world where mammals are already under threat as a result of human activities. This is the case for Madagascar, an island where deforestation, hunting, invasive species, and other human threats have resulted in the extinction of several endemic species. Here, we ask, are the distributions of Malagasy mammals changing? We test this by modeling local colonization and extinction dynamics, which are the biological processes that produce distributional shifts. We use camera trap data from the TEAM Network for four species along a 570 m elevational gradient in Ranomafana National Park, Madagascar. The endemic Eastern red forest rat (Nesomys rufus) declined in overall occupancy while the non-native bushpig (Potamochoerus larvatus) increased in occupancy overall. The two endemic carnivore species shifted their elevational use: the Malagasy ring-tailed mongoose (Galidia elegans) retracted from higher elevations and the Malagasy civet (Fossa fossana) moved to higher elevations, likely in response to anthropogenic pressures. These results show that shifts are occurring and we can detect them with just six years of data. These results appear near unique in documenting rapid changes in the spatial distributions of tropical forest mammals and provide important information for conservation.","2018-12","2021-10-27 04:16:20","2021-10-27 04:16:20","2021-10-27 04:16:20","252-258","","","228","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/JDRJ7KDF/Beaudrot et al. - 2018 - Distributional shifts in a biodiversity hotspot.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNHVACSB","journalArticle","2020","Lituma, Christopher M.; Buehler, David A.","Cost-share conservation practices have mixed effects on priority grassland and shrubland breeding bird occupancy in the Central Hardwoods Bird Conservation Region, USA","Biological Conservation","","00063207","10.1016/j.biocon.2020.108510","https://linkinghub.elsevier.com/retrieve/pii/S0006320719320440","Globally, agricultural ecosystems continue to be the most imperiled for biodiversity. Subsequently, countries focused on cost-share conservation programs whereby private landowners are paid to conserve or restore their land. In the United States, populations of grassland and shrubland breeding birds continue to decline, despite state, federal, and private cost-share conservation programs. We related avian occupancy to cost-share conservation programs across the Central Hardwoods Bird Conservation Region using spatially explicit patch-scale survey data. Once per year from 2008 to 2012, we surveyed 5303 discreet points for 9 grassland and shrubland breeding bird species using roadside 5-min point-count surveys in 37 counties across 7 states. We modeled pointspecific land cover and heterogeneity in conjunction with cost-share conservation program information using a multi-season robust-design occupancy model. Land-cover covariates were most important in models for species occupancy. For every species except Bell's vireo (Vireo bellii), Field sparrow (Spizella pusilla), and Prairie warbler (Setophaga discolor), addition of conservation covariates to best-supported land-cover models improved occupancy model fit, though effects of conservation programs on occupancy were mixed. Eastern meadowlark occupancy was negatively correlated to the presence of conservation. Alternatively, Northern bobwhite (Colinus virginianus) occupancy was 200% greater when a conservation practice was at a point rather than being located 4 km away. If cost-share conservation is going to reverse biodiversity declines in agricultural ecosystems, then scale-appropriate models will need to be used to prioritize future implementation because the status quo provides limited mixed effects on grassland and shrubland bird species occupancy.","2020-04","2021-10-27 04:16:22","2021-10-27 04:16:22","2021-10-27 04:16:22","108510","","","244","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/D7RBJ7F9/Lituma and Buehler - 2020 - Cost-share conservation practices have mixed effec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HL8PLCGC","journalArticle","2019","Stevens, Bryan S.; Conway, Courtney J.","Identifying important military installations for continental-scale conservation of marsh bird breeding habitat","Journal of Environmental Management","","03014797","10.1016/j.jenvman.2019.109664","https://linkinghub.elsevier.com/retrieve/pii/S0301479719313829","Degradation of wetland ecosystems has negatively impacted many species, perhaps none more so than marsh birds that breed in vegetative emergent wetlands throughout North America. The U.S. Department of Defense manages approximately 29 million acres of land within the continental U.S., and many military installations contain wetland complexes that may be important for wetland birds. Thus, failure to adequately manage habitat for marsh birds could result in species extirpations and additional listings under the Endangered Species Act, and may result in regulatory burdens that reduce military readiness. We conducted spatial analyses to identify important breeding habitat on > 500 military installations for 12 species of marsh birds, with the goal of identifying installations that are, and are not, likely to harbor breeding habitat for each species. We also sought to assess the local value of military installations for species of greatest concern by comparing habitat suitability within installations to that in areas directly adjacent to those sites. We built range-wide, spatially-explicit models of species distribution to project suitability of breeding habitat for marsh birds within and adjacent to military installations. Our results demonstrate that installations with the best marsh bird habitat are geographically aggregated (both among and within species), primarily at sites along the eastern seaboard and within the southern U.S. In addition, only a few sites appear to contain high-quality habitat for most species. Five or fewer sites contained most of the high-quality habitat for 9 of 12 species, whereas most of the high-quality habitat for remaining species was found at � 10 sites. This work fills an information gap regarding the distribution of breeding habitat for marsh birds on military lands across the U.S., and should facilitate both strategic conser­ vation of habitat over broad scales and the integration of marsh birds into management efforts at the site level. Our analyses also identify installations that are not likely to harbor breeding habitat for priority species, and thus should help minimize conflicts between needs of the military and marsh-bird conservation.","2019-12","2021-10-27 04:16:25","2021-10-27 04:16:25","2021-10-27 04:16:25","109664","","","252","","Journal of Environmental Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/QI8ZA8SA/Stevens and Conway - 2019 - Identifying important military installations for c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFT395BJ","journalArticle","2018","Monneret, René-Jean; Ruffinoni, René; Parish, David; Pinaud, David; Kéry, Marc","The Peregrine population study in the French Jura mountains 1964–2016: use of occupancy modeling to estimate population size and analyze site persistence and colonization rates","Ornis Hungarica","","2061-9588","10.1515/orhu-2018-0016","https://www.sciendo.com/article/10.1515/orhu-2018-0016","We summarize key results of the first 53 years of one of the longest-running avian population studies in the world, on the Peregrine Falcon (Falco peregrinus), in the French Jura mountains (12,714 km2), launched in 1964. A total of 449 cliff sites in 338 potential Peregrine territories were surveyed: 287 (85%) of these territories were occupied by an adult pair at least once, while in 51 (15%) we never detected an adult pair. Most sites were visited several times during a breeding season to survey occupancy and later fecundity, but the proportion of sites visited was highly variable over the years. We highlight the power of the Bayesian implementation of site-occupancy models (MacKenzie et al. 2002, 2003) to analyze data from raptor population studies: to correct population size estimates for sites not visited in a given year and for the biasing effects of preferential sampling (when better sites are more likely to be checked). In addition, these models allow estimation and modeling of the site-level persistence and colonization rates, which can provide important clues about drivers of population dynamics, even without individually marking any birds. Changes in the dynamics rates may serve as early-warning signals for subsequent population declines.","2018-12-01","2021-10-27 04:16:28","2021-10-27 04:16:28","2021-10-27 04:16:28","69-90","","2","26","","","The Peregrine population study in the French Jura mountains 1964–2016","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/LHNQJTAJ/Monneret et al. - 2018 - The Peregrine population study in the French Jura .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAFQ9KRQ","journalArticle","2021","Yang, Haitao; Xie, Bing; Zhao, Guojing; Gong, Yinan; Mou, Pu; Ge, Jianping; Feng, Limin","Elusive cats in our backyards: persistence of the North Chinese leopard ( <i>Panthera pardus japonensis</i> ) in a human‐dominated landscape in central China","Integrative Zoology","","1749-4877, 1749-4877","10.1111/1749-4877.12482","https://onlinelibrary.wiley.com/doi/10.1111/1749-4877.12482","The North Chinese leopard (Panthera pardus japonensis), the least-known big cat, disappeared in most historical range for decades, following the development of modern civilization. Unfortunately, we have scarce knowledge about the status of this big cat so far, apart from anecdotal reports. In this study, we investigated density, distribution, and habitat use of the leopard, the apex predator, in a complex forest landscape in the Loess Plateau. We used a camera-trapping network to obtain population estimates for leopards over 2 years through spatially explicit capture–recapture models. Our results, based on maximum likelihood and Bayesian/MCMC methods, reveal that the largest wild population of the leopard was found widely distributed in remnant forests in central Loess plateau. The population is increasing in our study area, and the density of leopards (1.70 (SE = 0.48) − 2.40 (SE = 0.67)/ 100 km2) is higher than other areas of China. According to the analysis of 2 seasonal occupancy models, prey species drive partially the leopard habitat use, predicting that the big cat thrives from the recovery of prey community. However, human disturbances, especially oil wells, seem to have negative impacts on the habitat use of leopards. Speciﬁcally, it is necessary to have joint efforts by the government and researchers to improve human disturbances management and prey species population density, as well as strengthen the investment in research on the North Chinese leopard, which could all further strengthen protection ability and ensure the long-term survival of this species.","2021-01","2021-10-27 04:16:30","2021-10-27 04:16:30","2021-10-27 04:16:30","67-83","","1","16","","Integr. Zool.","Elusive cats in our backyards","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/TMT8STBY/Yang et al. - 2021 - Elusive cats in our backyards persistence of the .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
